0.0511932168491,0.0511932168491
-0.0883228080146,-0.0883228080146
0.149699593418,0.149699593418
-0.178325590428,-0.178325590428
0.104708054747,0.104708054747
-0.264219691309,-0.264219691309
-0.203045733534,-0.203045733534
-0.283236656972,-0.283236656972
-0.31074964271,-0.31074964271
-0.259000072371,-0.259000072371
-0.37634557914,-0.37634557914
-0.413498416326,-0.413498416326
-0.345122646525,-0.345122646525
-0.308378069369,-0.308378069369
-0.339274307119,-0.339274307119
-0.385690791672,-0.385690791672
-0.322604336054,-0.322604336054
-0.391134397118,-0.391134397118
-0.302486860307,-0.302486860307
-0.21545307432,-0.21545307432
-0.316231115953,-0.316231115953
-0.304588329644,-0.304588329644
-0.310490736241,-0.310490736241
-0.326420505669,-0.326420505669
-0.370140276505,-0.370140276505
-0.360035593727,-0.360035593727
-0.283461568108,-0.283461568108
-0.278578436029,-0.278578436029
-0.404817121674,-0.404817121674
-0.389018507561,-0.389018507561
-0.324908416642,-0.324908416642
-0.276831733129,-0.276831733129
-0.433785137586,-0.433785137586
-0.373486952452,-0.373486952452
-0.342847837376,-0.342847837376
-0.336806719662,-0.336806719662
-0.398159183192,-0.398159183192
-0.372205439164,-0.372205439164
-0.273263962778,-0.273263962778
-0.360359968186,-0.360359968186
-0.291887818418,-0.291887818418
-0.418599020918,-0.418599020918
-0.27045999373,-0.27045999373
-0.245591315212,-0.245591315212
0.0991996811085,0.0991996811085
-0.269629886187,-0.269629886187
-0.0951659744215,-0.0951659744215
-0.222650328201,-0.222650328201
-0.330406704304,-0.330406704304
-0.340708319996,-0.340708319996
-0.134004200974,-0.134004200974
-0.0937685240839,-0.0937685240839
-0.216396938507,-0.216396938507
-0.0455459860627,-0.0455459860627
-0.409624491603,-0.409624491603
-0.433920922392,-0.433920922392
-0.378651020913,-0.378651020913
-0.420970263333,-0.420970263333
-0.368600931917,-0.368600931917
-0.36186100909,-0.36186100909
-0.356179684519,-0.356179684519
-0.310759374609,-0.310759374609
-0.28285114906,-0.28285114906
-0.347947922915,-0.347947922915
-0.397971181579,-0.397971181579
-0.260555458784,-0.260555458784
-0.299925396992,-0.299925396992
-0.37266107868,-0.37266107868
-0.244324003967,-0.244324003967
-0.385278906061,-0.385278906061
-0.315993646193,-0.315993646193
-0.187050328333,-0.187050328333
-0.130567534633,-0.130567534633
-0.266652092921,-0.266652092921
-0.29747026081,-0.29747026081
-0.254012639464,-0.254012639464
-0.252912319846,-0.252912319846
-0.374494367408,-0.374494367408
-0.301317051399,-0.301317051399
-0.322135031663,-0.322135031663
-0.276570309594,-0.276570309594
-0.400860498526,-0.400860498526
-0.268990192117,-0.268990192117
-0.35526215407,-0.35526215407
-0.288266763807,-0.288266763807
-0.207586450163,-0.207586450163
-0.386682585518,-0.386682585518
-0.277105867653,-0.277105867653
-0.319538577377,-0.319538577377
-0.228390703256,-0.228390703256
-0.336938684175,-0.336938684175
-0.239985454414,-0.239985454414
-0.0245163677475,-0.0245163677475
0.135128920998,0.135128920998
-0.141355994596,-0.141355994596
-0.0654570177606,-0.0654570177606
-0.0245698210565,-0.0245698210565
-0.159076127626,-0.159076127626
-0.281491256044,-0.281491256044
-0.105880018681,-0.105880018681
-0.199887669975,-0.199887669975
-0.140188863947,-0.140188863947
-0.110614428296,-0.110614428296
-0.282355873576,-0.282355873576
-0.394168498378,-0.394168498378
-0.359648719415,-0.359648719415
-0.374515465578,-0.374515465578
-0.357781322859,-0.357781322859
-0.294250547156,-0.294250547156
-0.36938091508,-0.36938091508
-0.397578104524,-0.397578104524
-0.226355066742,-0.226355066742
