time,"V(N012,N005)","V(N013,N007)"
0.0,-0.07,-0.07
0.001006310719994777,-0.07000009,-0.07000009
0.002030310719994708,-0.07000009,-0.07000009
0.0030543107199948443,-0.07000009,-0.07000009
0.0040783107199949785,-0.07000009,-0.07000009
0.005,-0.07000009,-0.07000009
0.005000001528777893,-0.07000143,-0.07000077
0.0050000045863336775,-0.07000419,-0.07000217
0.0050001,-0.070091,-0.07004622
0.005002166367881656,-0.07195814,-0.07099359
0.005004232735763311,-0.07380362,-0.07192996
0.005006299103644968,-0.07562744,-0.07285535
0.005008365471526625,-0.07742961,-0.07376975
0.005010431839408281,-0.07921011,-0.07467316
0.005012498207289937,-0.08096896,-0.07556558
0.005014564575171593,-0.08270615,-0.07644701
0.005015564575171593,-0.08353955,-0.07686988
0.005016564575171593,-0.08436811,-0.07729024
0.005017564575171593,-0.08519179,-0.07770818
0.005019564575171593,-0.08682477,-0.07853681
0.005021564575171594,-0.08843881,-0.07935572
0.005023564575171594,-0.09003407,-0.08016515
0.005025564575171594,-0.09161085,-0.0809651
0.005028564575171595,-0.09394157,-0.08214778
0.005031564575171595,-0.0962317,-0.08330977
0.005034564575171595,-0.09848213,-0.08445156
0.005035341064432796,-0.09905806,-0.08474376
0.005036117553693997,-0.0996315,-0.0850347
0.005036894042955198,-0.1002025,-0.08532439
0.005037670532216398,-0.1007709,-0.08561283
0.005038447021477599,-0.1013369,-0.08590001
0.005039223510738799,-0.10190039999999999,-0.08618593
0.00504,-0.1024613,-0.0864706
0.0050401000000000005,-0.10244249999999999,-0.08646095
0.0050403,-0.1024046,-0.08644176
0.005046328571428572,-0.1012854,-0.08587387
0.005052357142857145,-0.100202,-0.08532419
0.005058385714285717,-0.09915453,-0.08479272
0.005064414285714289,-0.09814295,-0.08427945
0.005070442857142861,-0.09716727,-0.0837844
0.005076471428571434,-0.09622747,-0.08330755
0.0050825000000000045,-0.09532356,-0.08284891
0.005083500000000006,-0.09517622,-0.08277416
0.005100100000000001,-0.09285247,-0.08159506
0.005115585714285717,-0.09091338,-0.08061125
0.005131071428571433,-0.08911244,-0.07969752
0.005146557142857149,-0.08744964,-0.07885386
0.005162042857142866,-0.08592498,-0.07808028
0.005177528571428582,-0.08453848,-0.07737677
0.005193014285714298,-0.08329012,-0.07674334
0.005208500000000014,-0.0821799,-0.07617998
0.0052239285714285886,-0.08115974,-0.07566235
0.005239357142857161,-0.08021207,-0.0751815
0.005254785714285734,-0.07933686,-0.07473742
0.0052702142857143095,-0.07853414,-0.07433012
0.005285642857142882,-0.0778039,-0.07395959
0.0053010714285714544,-0.07714614,-0.07362583
0.005316500000000029,-0.07656085,-0.07332885
0.005331928571428602,-0.0760211,-0.07305497
0.005347357142857175,-0.0755197,-0.07280055
0.00536278571428575,-0.07505663,-0.07256559
0.005378214285714323,-0.0746319,-0.07235009
0.005393642857142896,-0.07424552,-0.07215406
0.0054090714285714705,-0.07389748,-0.07197749
0.005424500000000043,-0.07358778,-0.07182038
0.0054399285714286155,-0.07330216,-0.07167547
0.00545535714285719,-0.07303684,-0.07154085
0.005470785714285763,-0.07279181,-0.07141651
0.005486214285714336,-0.07256706,-0.07130247
0.005501642857142911,-0.07236261,-0.0711987
0.005517071428571484,-0.07217844,-0.07110522
0.005532500000000057,-0.07201457,-0.07102203
0.0055479285714286316,-0.07186345,-0.07094538
0.005563357142857204,-0.07172306,-0.07087416
0.005578785714285777,-0.07159341,-0.07080838
0.0055942142857143525,-0.07147449,-0.07074805
0.005609642857142925,-0.0713663,-0.07069315
0.0056250714285714975,-0.07126885,-0.07064369
0.005640500000000072,-0.07118213,-0.07059968
0.0056560714285715024,-0.07110153,-0.0705588
0.005671642857142933,-0.07102669,-0.07052084
0.005687214285714364,-0.07095761,-0.0704858
0.005702785714285794,-0.0708943,-0.07045369
0.005718357142857225,-0.07083674,-0.07042449
0.0057339285714286545,-0.07078495,-0.07039821
0.005749500000000086,-0.07073891,-0.07037485
0.005765071428571517,-0.07069652,-0.07035331
0.005780642857142948,-0.07065714,-0.0703333
0.005796214285714378,-0.07062078,-0.07031484
0.0058117857142858075,-0.07058743,-0.07029791
0.005827357142857239,-0.07055711,-0.07028252
0.005842928571428671,-0.07052979,-0.07026867
0.005858500000000101,-0.0705055,-0.07025635
0.005874071428571531,-0.07048321,-0.07024501
0.005889642857142962,-0.07046251,-0.07023449
0.005905214285714393,-0.0704434,-0.07022478
0.005920785714285823,-0.0704259,-0.07021589
0.0059363571428572535,-0.07040999,-0.07020782
0.005951928571428684,-0.07039567,-0.07020056
0.005967500000000115,-0.07038295,-0.07019413
0.005983214285714403,-0.07037107,-0.07018814
0.0059989285714286905,-0.07036006,-0.07018258
0.006014642857142979,-0.07034991,-0.07017746
0.006030357142857266,-0.07034063,-0.07017276
0.006046071428571554,-0.07033222,-0.07016848
0.006061785714285842,-0.07032467,-0.07016464
0.00607750000000013,-0.07031798,-0.07016122
0.006081214285714415,-0.07031645,-0.0701604
0.006084928571428702,-0.07031494,-0.07015961
0.006088642857142989,-0.07031347,-0.07015885
0.006092357142857274,-0.07031202,-0.07015812
0.006096071428571561,-0.0703106,-0.07015742
0.0060997857142858465,-0.07030921,-0.07015674
0.006103500000000133,-0.07030785,-0.0701561
0.006104500000000132,-0.07030749,-0.07015586
0.006120500000000135,-0.07030215,-0.07015313
0.006136500000000138,-0.07029718,-0.07015059
0.00615250000000014,-0.0702926,-0.07014825
0.006168500000000143,-0.07028839,-0.07014611
0.006184500000000144,-0.07028456,-0.07014416
0.006200500000000146,-0.07028112,-0.0701424
0.006216500000000147,-0.07027805,-0.07014084
0.006232928571428722,-0.07027519,-0.07013942
0.006249357142857295,-0.07027255,-0.0701381
0.006265785714285869,-0.07027012,-0.07013688
0.006282214285714443,-0.07026791,-0.07013576
0.0062986428571430155,-0.07026591,-0.07013473
0.00631507142857159,-0.07026412,-0.0701338
0.006331500000000163,-0.07026255,-0.07013297
0.00634878571428588,-0.07026104,-0.07013222
0.006366071428571597,-0.07025965,-0.07013152
0.006383357142857313,-0.07025838,-0.07013088
0.00640064285714303,-0.07025722,-0.0701303
