time,"V(N008,N005)","V(N009,N004)",V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),V(nc_01),V(nc_02),V(nc_03),V(nc_04),V(nc_05),V(nc_06),V(nc_07),V(nc_08),I(C1),I(C2),I(C3),I(C4),I(R1),I(R2),I(R3),I(R4),I(R5),I(R6),I(R7),I(R8),I(V1),I(V2),I(V3),I(V4),I(V5),I(V6),I(V7)
0.0,-0.07,-0.07,0.0,-2.1000000000000002e-20,-2.1000000000000002e-20,-2.1210000000000002e-20,-2.1210000000000002e-20,-2.120998e-20,-2.120998e-20,-0.07,-0.07,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,1.0499999999999998e-38,1.0499999999999998e-38,-4.206447e-35,-4.206447e-35,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,-1.2751819999999999e-43,-1.2751819999999999e-43,-4.199999999999999e-25,0.0,0.0,0.0,0.0
0.001006310719994777,-0.07000009,-0.07000009,0.0,-1.38216e-12,-1.38216e-12,-1.496674e-12,-1.496674e-12,-9.161283e-08,-9.161283e-08,-0.07000009,-0.07000009,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,2.013852e-16,2.013852e-16,2.290283e-16,2.290283e-16,0.0,1.0097419999999998e-28,2.2902840000000004e-16,2.2902840000000004e-16,2.76432e-17,2.76432e-17,6.481738e-16,6.481738e-16,-2.2902840000000004e-16,0.0,0.0,0.0,0.0
0.002030310719994708,-0.07000009,-0.07000009,0.0,-1.786264e-12,-1.786264e-12,-1.900778e-12,-1.900778e-12,-9.161322e-08,-9.161322e-08,-0.07000009,-0.07000009,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,1.9330310000000001e-16,1.9330310000000001e-16,2.290283e-16,2.290283e-16,0.0,9.424257999999999e-29,2.290283e-16,2.290283e-16,3.5725290000000007e-17,3.5725290000000007e-17,-2.2809339999999997e-17,-2.2809339999999997e-17,-2.290283e-16,0.0,0.0,0.0,0.0
0.0030543107199948443,-0.07000009,-0.07000009,0.0,-2.1741509999999997e-12,-2.1741509999999997e-12,-2.288665e-12,-2.288665e-12,-9.161360999999999e-08,-9.161360999999999e-08,-0.07000009,-0.07000009,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,1.8554529999999999e-16,1.8554529999999999e-16,2.290283e-16,2.290283e-16,0.0,9.760838999999999e-29,2.290283e-16,2.290283e-16,4.348301999999999e-17,4.348301999999999e-17,1.9458060000000001e-16,1.9458060000000001e-16,-2.290283e-16,0.0,0.0,0.0,0.0
0.0040783107199949785,-0.07000009,-0.07000009,0.0,-2.54647e-12,-2.54647e-12,-2.660984e-12,-2.660984e-12,-9.161398e-08,-9.161398e-08,-0.07000009,-0.07000009,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,1.780989e-16,1.780989e-16,2.290283e-16,2.290283e-16,0.0,9.760838999999999e-29,2.290283e-16,2.290283e-16,5.092941e-17,5.092941e-17,-3.1931809999999996e-17,-3.1931809999999996e-17,-2.290283e-16,0.0,0.0,0.0,0.0
0.005,-0.07000009,-0.07000009,0.0,-2.86882e-12,-2.86882e-12,-3.005173e-12,-3.005173e-12,-9.161633e-08,-9.161633e-08,-0.07000009,-0.07000009,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,4.3672380000000006e-17,4.3672380000000006e-17,2.1532930000000002e-16,2.1532930000000002e-16,2.2903330000000004e-16,2.2903330000000004e-16,0.0,1.21169e-28,2.727057e-16,2.727057e-16,5.73764e-17,5.73764e-17,-5.231847e-17,-5.231847e-17,-2.727057e-16,0.0,0.0,0.0,0.0
0.005000001,-0.07343788,-0.06656229,-0.25,-0.2499993,-6.484505e-07,-0.1284379,-0.1215621,-0.1250002,-0.125,-0.195,-0.1950002,-2.5e-05,0.0,-0.025,0.0,-0.07,0.0,-6.25e-05,0.0,-1.393067e-05,1.393067e-05,-0.0002431229,0.0002431229,-8.594307000000001e-12,8.594764999999999e-12,1.393068e-05,0.0002291923,-0.0002431229,0.0002431229,-1.2968889999999999e-11,1.296901e-11,8.595173e-12,-8.595119e-12,0.0002431229,0.0,0.0,0.0,0.0
0.005000003,-0.08060372,-0.05939645,-0.75,-0.7499972,-2.80072e-06,-0.3856038,-0.3643962,-0.3750002,-0.375,-0.445,-0.44500020000000007,-7.5e-05,0.0,-0.075,0.0,-0.07,0.0,-0.0001875,0.0,-2.186946e-05,2.186946e-05,-0.0007287867999999999,0.0007287867999999999,-2.65089e-11,2.6509359999999996e-11,2.186949e-05,0.0007069174000000001,-0.0007287869,0.0007287869,-5.6014280000000004e-11,5.601439e-11,2.6499829999999998e-11,-2.650408e-11,0.0007287869,0.0,0.0,0.0,0.0
0.00500000907083018,-0.10270739999999999,-0.03729272,-2.2677080000000003,-2.267687,-2.056658e-05,-1.166561,-1.101146,-1.1338540000000001,-1.1338540000000001,-1.203854,-1.203854,-0.00022677080000000003,0.0,-0.2267708,0.0,-0.07,0.0,-0.0005669269,0.0,-2.1755529999999997e-05,2.1755529999999997e-05,-0.002202251,0.002202251,-8.17681e-11,8.176856e-11,2.175562e-05,0.002180496,-0.002202252,0.002202252,-4.113315e-10,4.113316e-10,8.176343e-11,-8.176444e-11,0.002202252,0.0,0.0,0.0,0.0
0.00500001,-0.1060807,-0.03391945,-2.5,-2.499975,-2.4526839999999996e-05,-1.286081,-1.213919,-1.25,-1.25,-1.32,-1.32,-0.00025,0.0,-0.25,0.0,-0.07,0.0,-0.000625,0.0,-2.240893e-05,2.240893e-05,-0.002427789,0.002427789,-9.020126e-11,9.020172e-11,2.240902e-05,0.0024053810000000003,-0.00242779,0.00242779,-4.905367e-10,4.905368e-10,9.019858e-11,-9.020168000000001e-11,0.00242779,0.0,0.0,0.0,0.0
