time	V(N004,N009)	V(N005,N008)	V(n001)	V(n002)	V(n003)	V(n004)	V(n005)	V(n006)	V(n007)	V(n008)	V(n009)	I(C1)	I(C2)	I(C3)	I(C4)	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(R6)	I(R7)	I(R8)	I(V1)	I(V2)	I(V3)
1.307231231046701e-003	7.213176e-002	6.786811e-002	5.000000e+000	2.502132e+000	2.497868e+000	2.502132e+000	2.497868e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-6.570923e-011	6.570788e-011	1.095124e-005	-1.095124e-005	5.329460e-012	-5.329567e-012	6.037915e-011	-6.090867e-005	-6.037971e-011	6.037872e-011	4.995736e-005	-4.995736e-005	-5.330198e-012	5.329450e-012	-6.090861e-005
1.310374088189557e-003	7.209884e-002	6.790102e-002	5.000000e+000	2.502099e+000	2.497901e+000	2.502099e+000	2.497901e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-6.006624e-011	6.006524e-011	1.001092e-005	-1.001092e-005	5.247237e-012	-5.247345e-012	5.481824e-011	-5.996899e-005	-5.481889e-011	5.481816e-011	4.995802e-005	-4.995802e-005	-5.247609e-012	5.247567e-012	-5.996894e-005
1.313516945332414e-003	7.206842e-002	6.793144e-002	5.000000e+000	2.502068e+000	2.497932e+000	2.502068e+000	2.497932e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-5.485095e-011	5.485022e-011	9.141795e-006	-9.141795e-006	5.171241e-012	-5.171350e-012	4.967885e-011	-5.910047e-005	-4.967958e-011	4.967900e-011	4.995863e-005	-4.995863e-005	-5.171453e-012	5.171796e-012	-5.910042e-005
1.316659802475271e-003	7.204049e-002	6.795937e-002	5.000000e+000	2.502041e+000	2.497959e+000	2.502041e+000	2.497959e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-5.006335e-011	5.006281e-011	8.343874e-006	-8.343874e-006	5.101470e-012	-5.101580e-012	4.496097e-011	-5.830310e-005	-4.496176e-011	4.496125e-011	4.995919e-005	-4.995919e-005	-5.101731e-012	5.102138e-012	-5.830306e-005
1.319802659618128e-003	7.201506e-002	6.798481e-002	5.000000e+000	2.502015e+000	2.497985e+000	2.502015e+000	2.497985e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-4.570344e-011	4.570302e-011	7.617156e-006	-7.617156e-006	5.037926e-012	-5.038037e-012	4.066461e-011	-5.757689e-005	-4.066545e-011	4.066491e-011	4.995970e-005	-4.995970e-005	-5.038443e-012	5.038591e-012	-5.757685e-005
1.322945516760985e-003	7.199211e-002	6.800776e-002	5.000000e+000	2.501992e+000	2.498008e+000	2.501992e+000	2.498008e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-4.177124e-011	4.177084e-011	6.961640e-006	-6.961640e-006	4.980607e-012	-4.980719e-012	3.678977e-011	-5.692183e-005	-3.679064e-011	3.678997e-011	4.996015e-005	-4.996015e-005	-4.981588e-012	4.981157e-012	-5.692179e-005
1.326088373903842e-003	7.197165e-002	6.802821e-002	5.000000e+000	2.501972e+000	2.498028e+000	2.501972e+000	2.498028e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.826672e-011	3.826628e-011	6.377327e-006	-6.377327e-006	4.929514e-012	-4.929627e-012	3.333644e-011	-5.633793e-005	-3.333733e-011	3.333644e-011	4.996056e-005	-4.996056e-005	-4.931167e-012	4.929834e-012	-5.633789e-005
1.329374088189556e-003	7.195201e-002	6.804786e-002	5.000000e+000	2.501952e+000	2.498048e+000	2.501952e+000	2.498048e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.489487e-011	3.489423e-011	5.815465e-006	-5.815465e-006	4.880385e-012	-4.880499e-012	3.001359e-011	-5.577645e-005	-3.001475e-011	3.001360e-011	4.996096e-005	-4.996096e-005	-4.882015e-012	4.880496e-012	-5.577642e-005
1.332659802475270e-003	7.193380e-002	6.806607e-002	5.000000e+000	2.501934e+000	2.498066e+000	2.501934e+000	2.498066e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.176866e-011	3.176783e-011	5.294537e-006	-5.294537e-006	4.834834e-012	-4.834950e-012	2.693283e-011	-5.525589e-005	-2.693414e-011	2.693284e-011	4.996132e-005	-4.996132e-005	-4.836348e-012	4.834809e-012	-5.525586e-005
1.335945516760984e-003	7.191703e-002	6.808283e-002	5.000000e+000	2.501917e+000	2.498083e+000	2.501917e+000	2.498083e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.888810e-011	2.888708e-011	4.814542e-006	-4.814542e-006	4.792863e-012	-4.792979e-012	2.409415e-011	-5.477622e-005	-2.409550e-011	2.409416e-011	4.996166e-005	-4.996166e-005	-4.794164e-012	4.792775e-012	-5.477620e-005
1.339231231046698e-003	7.190171e-002	6.809816e-002	5.000000e+000	2.501902e+000	2.498098e+000	2.501902e+000	2.498098e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.625320e-011	2.625199e-011	4.375482e-006	-4.375482e-006	4.754471e-012	-4.754589e-012	2.149756e-011	-5.433747e-005	-2.149885e-011	2.149757e-011	4.996196e-005	-4.996196e-005	-4.755465e-012	4.754393e-012	-5.433745e-005
1.342516945332412e-003	7.188782e-002	6.811205e-002	5.000000e+000	2.501888e+000	2.498112e+000	2.501888e+000	2.498112e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.386394e-011	2.386254e-011	3.977356e-006	-3.977356e-006	4.719659e-012	-4.719777e-012	1.914306e-011	-5.393962e-005	-1.914418e-011	1.914307e-011	4.996224e-005	-4.996224e-005	-4.720250e-012	4.719663e-012	-5.393960e-005
1.345802659618126e-003	7.187537e-002	6.812449e-002	5.000000e+000	2.501875e+000	2.498125e+000	2.501875e+000	2.498125e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.172033e-011	2.171874e-011	3.620164e-006	-3.620164e-006	4.688425e-012	-4.688545e-012	1.703065e-011	-5.358267e-005	-1.703148e-011	1.703065e-011	4.996249e-005	-4.996249e-005	-4.688519e-012	4.688586e-012	-5.358266e-005
1.349088373903840e-003	7.186437e-002	6.813550e-002	5.000000e+000	2.501864e+000	2.498136e+000	2.501864e+000	2.498136e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.982237e-011	1.982059e-011	3.303906e-006	-3.303906e-006	4.660771e-012	-4.660892e-012	1.516032e-011	-5.326663e-005	-1.516076e-011	1.516032e-011	4.996271e-005	-4.996271e-005	-4.660272e-012	4.661160e-012	-5.326662e-005
1.352374088189554e-003	7.185418e-002	6.814569e-002	5.000000e+000	2.501854e+000	2.498146e+000	2.501854e+000	2.498146e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.807620e-011	1.807491e-011	3.012821e-006	-3.012821e-006	4.635318e-012	-4.635440e-012	1.343981e-011	-5.297575e-005	-1.344052e-011	1.343967e-011	4.996292e-005	-4.996292e-005	-4.635456e-012	4.635864e-012	-5.297574e-005
1.355659802475268e-003	7.184473e-002	6.815514e-002	5.000000e+000	2.501845e+000	2.498155e+000	2.501845e+000	2.498155e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.645735e-011	1.645641e-011	2.742944e-006	-2.742944e-006	4.611720e-012	-4.611843e-012	1.184470e-011	-5.270606e-005	-1.184559e-011	1.184449e-011	4.996311e-005	-4.996311e-005	-4.612293e-012	4.612317e-012	-5.270605e-005
1.358945516760982e-003	7.183602e-002	6.816385e-002	5.000000e+000	2.501836e+000	2.498164e+000	2.501836e+000	2.498164e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.496580e-011	1.496511e-011	2.494273e-006	-2.494273e-006	4.589976e-012	-4.590099e-012	1.037498e-011	-5.245756e-005	-1.037596e-011	1.037477e-011	4.996328e-005	-4.996328e-005	-4.590783e-012	4.590520e-012	-5.245755e-005
1.362231231046696e-003	7.182805e-002	6.817182e-002	5.000000e+000	2.501828e+000	2.498172e+000	2.501828e+000	2.498172e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.360156e-011	1.360099e-011	2.266809e-006	-2.266809e-006	4.570086e-012	-4.570211e-012	9.030656e-012	-5.223026e-005	-9.031642e-012	9.030513e-012	4.996344e-005	-4.996344e-005	-4.570926e-012	4.570473e-012	-5.223025e-005
1.365516945332410e-003	7.182082e-002	6.817905e-002	5.000000e+000	2.501821e+000	2.498179e+000	2.501821e+000	2.498179e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.236462e-011	1.236407e-011	2.060551e-006	-2.060551e-006	4.552050e-012	-4.552176e-012	7.811731e-012	-5.202414e-005	-7.812627e-012	7.811717e-012	4.996358e-005	-4.996358e-005	-4.552722e-012	4.552175e-012	-5.202413e-005
1.368802659618124e-003	7.181433e-002	6.818554e-002	5.000000e+000	2.501814e+000	2.498186e+000	2.501814e+000	2.498186e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.125499e-011	1.125433e-011	1.875500e-006	-1.875500e-006	4.535869e-012	-4.535996e-012	6.718201e-012	-5.183922e-005	-6.718916e-012	6.718383e-012	4.996371e-005	-4.996371e-005	-4.536171e-012	4.535627e-012	-5.183921e-005
1.372088373903838e-003	7.180858e-002	6.819129e-002	5.000000e+000	2.501809e+000	2.498191e+000	2.501809e+000	2.498191e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.027267e-011	1.027178e-011	1.711656e-006	-1.711656e-006	4.521542e-012	-4.521670e-012	5.750067e-012	-5.167549e-005	-5.750511e-012	5.750511e-012	4.996383e-005	-4.996383e-005	-4.521272e-012	4.520828e-012	-5.167548e-005
1.375659802475266e-003	7.180282e-002	6.819705e-002	5.000000e+000	2.501803e+000	2.498197e+000	2.501803e+000	2.498197e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-9.295189e-012	9.294287e-012	1.548859e-006	-1.548859e-006	4.507306e-012	-4.507436e-012	4.786844e-012	-5.151280e-005	-4.787491e-012	4.787071e-012	4.996394e-005	-4.996394e-005	-4.507437e-012	4.506829e-012	-5.151280e-005
1.379231231046694e-003	7.179752e-002	6.820234e-002	5.000000e+000	2.501798e+000	2.498202e+000	2.501798e+000	2.498202e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-8.393553e-012	8.392663e-012	1.398699e-006	-1.398699e-006	4.494176e-012	-4.494306e-012	3.898416e-012	-5.136275e-005	-3.899156e-012	3.898456e-012	4.996405e-005	-4.996405e-005	-4.494555e-012	4.493922e-012	-5.136275e-005
1.382802659618123e-003	7.179269e-002	6.820717e-002	5.000000e+000	2.501793e+000	2.498207e+000	2.501793e+000	2.498207e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-7.567766e-012	7.566914e-012	1.261178e-006	-1.261178e-006	4.482150e-012	-4.482282e-012	3.084783e-012	-5.122532e-005	-3.085507e-012	3.084666e-012	4.996414e-005	-4.996414e-005	-4.482627e-012	4.482107e-012	-5.122532e-005
1.386374088189551e-003	7.178834e-002	6.821153e-002	5.000000e+000	2.501788e+000	2.498212e+000	2.501788e+000	2.498212e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-6.817826e-012	6.817037e-012	1.136294e-006	-1.136294e-006	4.471230e-012	-4.471363e-012	2.345945e-012	-5.110053e-005	-2.346542e-012	2.345702e-012	4.996423e-005	-4.996423e-005	-4.471651e-012	4.471386e-012	-5.110052e-005
1.389945516760979e-003	7.178444e-002	6.821542e-002	5.000000e+000	2.501785e+000	2.498215e+000	2.501785e+000	2.498215e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-6.143734e-012	6.143034e-012	1.024048e-006	-1.024048e-006	4.461414e-012	-4.461549e-012	1.681903e-012	-5.098836e-005	-1.682263e-012	1.681563e-012	4.996431e-005	-4.996431e-005	-4.461629e-012	4.461757e-012	-5.098836e-005
1.393516945332407e-003	7.178102e-002	6.821885e-002	5.000000e+000	2.501781e+000	2.498219e+000	2.501781e+000	2.498219e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-5.545490e-012	5.544905e-012	9.244407e-007	-9.244407e-007	4.452704e-012	-4.452839e-012	1.092656e-012	-5.088882e-005	-1.092669e-012	1.092249e-012	4.996438e-005	-4.996438e-005	-4.452560e-012	4.453221e-012	-5.088882e-005
1.397088373903836e-003	7.177806e-002	6.822181e-002	5.000000e+000	2.501778e+000	2.498222e+000	2.501778e+000	2.498222e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-5.023093e-012	5.022649e-012	8.374710e-007	-8.374710e-007	4.445099e-012	-4.445235e-012	5.782042e-013	-5.080191e-005	-5.777601e-013	5.777601e-013	4.996444e-005	-4.996444e-005	-4.444445e-012	4.445777e-012	-5.080191e-005
1.400945516760978e-003	7.177499e-002	6.822487e-002	5.000000e+000	2.501775e+000	2.498225e+000	2.501775e+000	2.498225e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-4.511407e-012	4.510385e-012	7.520453e-007	-7.520453e-007	4.437629e-012	-4.437766e-012	7.354011e-014	-5.071654e-005	-7.335533e-014	7.302876e-014	4.996450e-005	-4.996450e-005	-4.437461e-012	4.437870e-012	-5.071654e-005
1.404802659618121e-003	7.177220e-002	6.822767e-002	5.000000e+000	2.501772e+000	2.498228e+000	2.501772e+000	2.498228e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-4.041751e-012	4.040365e-012	6.736428e-007	-6.736428e-007	4.430772e-012	-4.430911e-012	-3.896372e-013	-5.063820e-005	3.895222e-013	-3.901511e-013	4.996455e-005	-4.996455e-005	-4.431007e-012	4.430717e-012	-5.063820e-005
1.408659802475263e-003	7.176968e-002	6.823019e-002	5.000000e+000	2.501770e+000	2.498230e+000	2.501770e+000	2.498230e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.614125e-012	3.612588e-012	6.022636e-007	-6.022636e-007	4.424530e-012	-4.424671e-012	-8.113277e-013	-5.056687e-005	8.108726e-013	-8.117795e-013	4.996460e-005	-4.996460e-005	-4.425084e-012	4.424317e-012	-5.056687e-005
1.412516945332406e-003	7.176743e-002	6.823243e-002	5.000000e+000	2.501767e+000	2.498233e+000	2.501767e+000	2.498233e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.228529e-012	3.227055e-012	5.379075e-007	-5.379075e-007	4.418903e-012	-4.419044e-012	-1.191532e-012	-5.050255e-005	1.190696e-012	-1.191856e-012	4.996465e-005	-4.996465e-005	-4.419692e-012	4.418671e-012	-5.050256e-005
1.416374088189548e-003	7.176546e-002	6.823441e-002	5.000000e+000	2.501766e+000	2.498234e+000	2.501766e+000	2.498234e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.884962e-012	2.883766e-012	4.805748e-007	-4.805748e-007	4.413889e-012	-4.414032e-012	-1.530249e-012	-5.044526e-005	1.528992e-012	-1.530382e-012	4.996469e-005	-4.996469e-005	-4.414830e-012	4.413778e-012	-5.044526e-005
1.420231231046691e-003	7.176375e-002	6.823611e-002	5.000000e+000	2.501764e+000	2.498236e+000	2.501764e+000	2.498236e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.583426e-012	2.582720e-012	4.302652e-007	-4.302652e-007	4.409489e-012	-4.409633e-012	-1.827479e-012	-5.039499e-005	1.825760e-012	-1.827356e-012	4.996472e-005	-4.996472e-005	-4.410498e-012	4.409639e-012	-5.039499e-005
1.424088373903834e-003	7.176232e-002	6.823754e-002	5.000000e+000	2.501762e+000	2.498238e+000	2.501762e+000	2.498238e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.323919e-012	2.323919e-012	3.869789e-007	-3.869789e-007	4.405704e-012	-4.405849e-012	-2.083222e-012	-5.035173e-005	2.081002e-012	-2.082778e-012	4.996475e-005	-4.996475e-005	-4.406697e-012	4.406253e-012	-5.035173e-005
1.428659802475262e-003	7.176070e-002	6.823917e-002	5.000000e+000	2.501761e+000	2.498239e+000	2.501761e+000	2.498239e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.047182e-012	2.046923e-012	3.410330e-007	-3.410330e-007	4.401686e-012	-4.401832e-012	-2.355783e-012	-5.030582e-005	2.354022e-012	-2.355545e-012	4.996479e-005	-4.996479e-005	-4.402716e-012	4.402229e-012	-5.030582e-005
1.433231231046690e-003	7.175923e-002	6.824064e-002	5.000000e+000	2.501759e+000	2.498241e+000	2.501759e+000	2.498241e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.796416e-012	1.795942e-012	2.993555e-007	-2.993555e-007	4.398041e-012	-4.398188e-012	-2.602728e-012	-5.026417e-005	2.601379e-012	-2.602671e-012	4.996481e-005	-4.996481e-005	-4.399046e-012	4.398552e-012	-5.026417e-005
1.437802659618118e-003	7.175792e-002	6.824195e-002	5.000000e+000	2.501758e+000	2.498242e+000	2.501758e+000	2.498242e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.571620e-012	1.570976e-012	2.619465e-007	-2.619465e-007	4.394769e-012	-4.394918e-012	-2.824059e-012	-5.022678e-005	2.823075e-012	-2.824156e-012	4.996484e-005	-4.996484e-005	-4.395689e-012	4.395223e-012	-5.022679e-005
1.442374088189546e-003	7.175676e-002	6.824311e-002	5.000000e+000	2.501757e+000	2.498243e+000	2.501757e+000	2.498243e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.372795e-012	1.372024e-012	2.288058e-007	-2.288058e-007	4.391870e-012	-4.392021e-012	-3.019776e-012	-5.019367e-005	3.019109e-012	-3.019999e-012	4.996486e-005	-4.996486e-005	-4.392643e-012	4.392242e-012	-5.019367e-005
1.446945516760974e-003	7.175575e-002	6.824411e-002	5.000000e+000	2.501756e+000	2.498244e+000	2.501756e+000	2.498244e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.199940e-012	1.199087e-012	1.999335e-007	-1.999335e-007	4.389345e-012	-4.389497e-012	-3.189877e-012	-5.016481e-005	3.189480e-012	-3.190201e-012	4.996488e-005	-4.996488e-005	-4.389910e-012	4.389607e-012	-5.016482e-005
1.451516945332403e-003	7.175491e-002	6.824496e-002	5.000000e+000	2.501755e+000	2.498245e+000	2.501755e+000	2.498245e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.053056e-012	1.052164e-012	1.753296e-007	-1.753296e-007	4.387193e-012	-4.387346e-012	-3.334365e-012	-5.014023e-005	3.334190e-012	-3.334762e-012	4.996490e-005	-4.996490e-005	-4.387490e-012	4.387320e-012	-5.014023e-005
1.456088373903831e-003	7.175422e-002	6.824565e-002	5.000000e+000	2.501754e+000	2.498246e+000	2.501754e+000	2.498246e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-9.321433e-013	9.312551e-013	1.549942e-007	-1.549942e-007	4.385414e-012	-4.385569e-012	-3.453238e-012	-5.011991e-005	3.453238e-012	-3.453682e-012	4.996492e-005	-4.996492e-005	-4.385381e-012	4.385381e-012	-5.011991e-005
1.461945516760973e-003	7.175332e-002	6.824654e-002	5.000000e+000	2.501753e+000	2.498247e+000	2.501753e+000	2.498247e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-7.949484e-013	7.941769e-013	1.322109e-007	-1.322109e-007	4.383421e-012	-4.383578e-012	-3.588723e-012	-5.009714e-005	3.588447e-012	-3.589161e-012	4.996493e-005	-4.996493e-005	-4.383617e-012	4.383498e-012	-5.009714e-005
1.467802659618116e-003	7.175254e-002	6.824732e-002	5.000000e+000	2.501753e+000	2.498247e+000	2.501753e+000	2.498247e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-6.727162e-013	6.720647e-013	1.119267e-007	-1.119267e-007	4.381646e-012	-4.381805e-012	-3.709436e-012	-5.007687e-005	3.708891e-012	-3.709784e-012	4.996495e-005	-4.996495e-005	-4.382018e-012	4.381819e-012	-5.007687e-005
1.473659802475258e-003	7.175188e-002	6.824798e-002	5.000000e+000	2.501752e+000	2.498248e+000	2.501752e+000	2.498248e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-5.654465e-013	5.649184e-013	9.414174e-008	-9.414174e-008	4.380090e-012	-4.380251e-012	-3.815374e-012	-5.005909e-005	3.814569e-012	-3.815552e-012	4.996496e-005	-4.996496e-005	-4.380584e-012	4.380345e-012	-5.005910e-005
1.479516945332400e-003	7.175134e-002	6.824853e-002	5.000000e+000	2.501751e+000	2.498249e+000	2.501751e+000	2.498249e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-4.731393e-013	4.727382e-013	7.885594e-008	-7.885594e-008	4.378753e-012	-4.378915e-012	-3.906540e-012	-5.004382e-005	3.905480e-012	-3.906463e-012	4.996497e-005	-4.996497e-005	-4.379315e-012	4.379077e-012	-5.004383e-005
1.485374088189543e-003	7.175091e-002	6.824896e-002	5.000000e+000	2.501751e+000	2.498249e+000	2.501751e+000	2.498249e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.957948e-013	3.955240e-013	6.606930e-008	-6.606930e-008	4.377634e-012	-4.377798e-012	-3.982931e-012	-5.003104e-005	3.981625e-012	-3.982519e-012	4.996498e-005	-4.996498e-005	-4.378212e-012	4.378013e-012	-5.003105e-005
1.491231231046685e-003	7.175060e-002	6.824927e-002	5.000000e+000	2.501751e+000	2.498249e+000	2.501751e+000	2.498249e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-3.334128e-013	3.332757e-013	5.578183e-008	-5.578183e-008	4.376734e-012	-4.376899e-012	-4.044549e-012	-5.002076e-005	4.043004e-012	-4.043718e-012	4.996499e-005	-4.996499e-005	-4.377273e-012	4.377153e-012	-5.002077e-005
1.497088373903827e-003	7.175040e-002	6.824946e-002	5.000000e+000	2.501750e+000	2.498250e+000	2.501750e+000	2.498250e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.859935e-013	2.859935e-013	4.799352e-008	-4.799352e-008	4.376052e-012	-4.376219e-012	-4.091394e-012	-5.001298e-005	4.089618e-012	-4.090062e-012	4.996499e-005	-4.996499e-005	-4.376499e-012	4.376499e-012	-5.001298e-005
1.506231231046684e-003	7.175008e-002	6.824979e-002	5.000000e+000	2.501750e+000	2.498250e+000	2.501750e+000	2.498250e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.272267e-013	2.269077e-013	3.797252e-008	-3.797252e-008	4.375174e-012	-4.375344e-012	-4.149136e-012	-5.000297e-005	4.147741e-012	-4.148424e-012	4.996500e-005	-4.996500e-005	-4.375668e-012	4.375680e-012	-5.000297e-005
1.515374088189540e-003	7.174980e-002	6.825007e-002	5.000000e+000	2.501750e+000	2.498250e+000	2.501750e+000	2.498250e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.765659e-013	1.759920e-013	2.937307e-008	-2.937307e-008	4.374421e-012	-4.374594e-012	-4.198913e-012	-4.999437e-005	4.197825e-012	-4.198689e-012	4.996500e-005	-4.996500e-005	-4.374966e-012	4.374944e-012	-4.999438e-005
1.524516945332396e-003	7.174956e-002	6.825031e-002	5.000000e+000	2.501750e+000	2.498250e+000	2.501750e+000	2.498250e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.340112e-013	1.332464e-013	2.219517e-008	-2.219517e-008	4.373792e-012	-4.373968e-012	-4.240725e-012	-4.998720e-005	4.239869e-012	-4.240855e-012	4.996501e-005	-4.996501e-005	-4.374392e-012	4.374290e-012	-4.998721e-005
1.533659802475253e-003	7.174935e-002	6.825052e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-9.956258e-014	9.867090e-014	1.643882e-008	-1.643882e-008	4.373287e-012	-4.373466e-012	-4.274571e-012	-4.998145e-005	4.273874e-012	-4.274923e-012	4.996501e-005	-4.996501e-005	-4.373948e-012	4.373719e-012	-4.998145e-005
1.542802659618109e-003	7.174919e-002	6.825068e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-7.322000e-014	7.226546e-014	1.210403e-008	-1.210403e-008	4.372907e-012	-4.373088e-012	-4.300451e-012	-4.997711e-005	4.299839e-012	-4.300892e-012	4.996502e-005	-4.996502e-005	-4.373633e-012	4.373231e-012	-4.997712e-005
1.551945516760966e-003	7.174906e-002	6.825081e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-5.498348e-014	5.403011e-014	9.190779e-009	-9.190778e-009	4.372651e-012	-4.372835e-012	-4.318366e-012	-4.997420e-005	4.317764e-012	-4.318764e-012	4.996502e-005	-4.996502e-005	-4.373447e-012	4.372825e-012	-4.997421e-005
1.561088373903822e-003	7.174897e-002	6.825089e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-4.485301e-014	4.396483e-014	7.699080e-009	-7.699080e-009	4.372519e-012	-4.372706e-012	-4.328315e-012	-4.997271e-005	4.327649e-012	-4.328538e-012	4.996502e-005	-4.996502e-005	-4.373391e-012	4.372502e-012	-4.997272e-005
1.583659802475249e-003	7.174888e-002	6.825099e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-2.984211e-014	2.898532e-014	5.022711e-009	-5.022711e-009	4.372281e-012	-4.372475e-012	-4.343255e-012	-4.997004e-005	4.342444e-012	-4.343344e-012	4.996502e-005	-4.996502e-005	-4.373044e-012	4.372652e-012	-4.997004e-005
1.606231231046675e-003	7.174881e-002	6.825106e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.765669e-014	1.684197e-014	2.875843e-009	-2.875843e-009	4.372090e-012	-4.372291e-012	-4.355361e-012	-4.996789e-005	4.354453e-012	-4.355362e-012	4.996502e-005	-4.996502e-005	-4.372750e-012	4.372688e-012	-4.996790e-005
1.628802659618102e-003	7.174875e-002	6.825111e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-8.296750e-015	7.534787e-015	1.258477e-009	-1.258477e-009	4.371945e-012	-4.372152e-012	-4.364633e-012	-4.996628e-005	4.363677e-012	-4.364590e-012	4.996502e-005	-4.996502e-005	-4.372508e-012	4.372611e-012	-4.996628e-005
1.651374088189529e-003	7.174872e-002	6.825115e-002	5.000000e+000	2.501749e+000	2.498251e+000	2.501749e+000	2.498251e+000	2.500000e+000	2.500000e+000	2.430000e+000	2.430000e+000	-1.762295e-015	1.063773e-015	1.706123e-010	-1.706122e-010	4.371847e-012	-4.372061e-012	-4.371073e-012	-4.996519e-005	4.370116e-012	-4.371030e-012	4.996502e-005	-4.996502e-005	-4.372317e-012	4.372420e-012	-4.996519e-005
