time,"V(N016,N007)","V(N017,N004)","V(N018,N005)","V(N019,N006)","V(N020,N008)","V(N021,N009)",V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),V(n010),V(n011),V(n012),V(n013),V(n014),V(n015),V(n016),V(n017),V(n018),V(n019),V(n020),V(n021),I(C1),I(C2),I(C3),I(C4),I(C5),I(C6),I(C7),I(C8),I(R1),I(R2),I(R3),I(R4),I(R5),I(R6),I(R7),I(R8),I(R9),I(R10),I(R11),I(R12),I(R15),I(R16),I(R18),I(R19),I(R21),I(R22),I(R24),I(R25),I(R27),I(R28),I(R30),I(R31),I(V1),I(V2),I(V3),I(V4),I(V5),I(V6),I(V7)
0.0,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,-1.0500000000000001e-20,-1.0500000000000001e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-1.05042e-20,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,7e-26,7e-26,5.249999999999999e-39,5.249999999999999e-39,7e-26,7e-26,7e-26,7e-26,3.463375999999999e-39,3.463375999999999e-39,0.0,8.850780999999998e-37,7e-26,7e-26,3.463375999999999e-39,2.0999999999999996e-25,2.0999999999999996e-25,3.463379e-39,3.4633809999999993e-39,3.4633780000000004e-39,7e-26,7e-26,7e-26,7e-26,0.0,0.0,0.0,0.0,-8.850780999999998e-37,-8.850780999999998e-37,1.770156e-36,1.770156e-36,0.0,-2.350989e-38,-2.0999999999999996e-25,-1.235788e-22,-1.235788e-22,6.178940999999999e-23,6.178940999999999e-23
0.001006310719994777,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,1.667035e-16,1.667035e-16,1.672663e-16,1.672663e-16,1.672663e-16,1.672663e-16,1.672663e-16,1.672663e-16,2.250623e-11,2.250623e-11,2.250623e-11,2.250622e-11,2.250622e-11,2.250623e-11,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,0.0,-2.480324e-20,-2.4803370000000002e-20,0.0,0.0,0.0,0.0,-9.377523999999999e-21,-9.377523e-21,-8.163405e-20,1.2591280000000001e-23,-9.379184000000001e-21,-9.379165000000001e-21,-9.377523999999999e-21,-3.3340700000000004e-21,-3.334071e-21,-9.377523e-21,-9.377523999999999e-21,-9.377527e-21,-9.379035e-21,-9.379090000000001e-21,-9.379241e-21,-9.379037e-21,0.0,8.163405e-20,0.0,0.0,5.244802e-24,-1.956792e-24,2.6620840000000002e-24,-7.193402000000001e-24,9.377523999999999e-21,9.377523e-21,2.813731e-20,-2.5340269999999998e-20,2.8925069999999997e-20,-4.557916e-20,3.576822e-20
0.002030310719994708,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,2.250811e-16,2.25081e-16,2.256704e-16,2.2567029999999997e-16,2.2567029999999997e-16,2.2567029999999997e-16,2.2567029999999997e-16,2.2567029999999997e-16,2.359027e-11,2.359026e-11,2.359026e-11,2.359026e-11,2.359026e-11,2.359026e-11,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-6.617445e-24,0.0,-2.495582e-20,-2.495606e-20,-1.323489e-23,0.0,-1.323489e-23,-2.646978e-23,-9.829182e-21,-9.82918e-21,-4.081702e-20,-1.6992539999999998e-23,-9.821162e-21,-9.821496999999999e-21,-9.829182e-21,-4.501621e-21,-4.50162e-21,-9.82918e-21,-9.829182e-21,-9.829184000000001e-21,-9.821437000000001e-21,-9.821702e-21,-9.821266999999999e-21,-9.821281999999998e-21,0.0,4.081702e-20,0.0,-4.081702e-20,-9.713718e-24,-9.331605999999999e-24,-8.106612e-24,5.476840000000001e-25,9.829182e-21,9.82918e-21,2.945744e-20,1.722815e-20,1.728338e-20,-3.9248260000000004e-20,-1.211098e-20
0.0030543107199948443,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,2.751706e-16,2.751706e-16,2.7575990000000004e-16,2.7575990000000004e-16,2.7575979999999996e-16,2.7575979999999996e-16,2.7575979999999996e-16,2.7575979999999996e-16,2.359032e-11,2.359031e-11,2.359031e-11,2.359031e-11,2.359031e-11,2.359031e-11,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,0.0,-2.395745e-20,-2.395745e-20,0.0,0.0,0.0,0.0,-9.829182e-21,-9.82918e-21,0.0,-1.380984e-23,-9.819964e-21,-9.820387e-21,-9.829182e-21,-5.5034130000000006e-21,-5.503412e-21,-9.82918e-21,-9.829182e-21,-9.829184000000001e-21,-9.820303e-21,-9.820598e-21,-9.820216e-21,-9.820261e-21,0.0,0.0,0.0,0.0,-1.1950500000000001e-23,-1.0434490000000001e-23,-6.0338139999999996e-24,1.5695430000000001e-24,9.829182e-21,9.82918e-21,2.946086e-20,1.030724e-20,-4.3847629999999995e-20,-8.632662e-21,-3.570549e-20
0.0040783107199949785,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,3.315576e-16,3.315576e-16,3.335353e-16,3.335353e-16,3.335353e-16,3.3353519999999997e-16,3.3353519999999997e-16,3.3353519999999997e-16,2.4918239999999998e-11,2.491823e-11,2.4918239999999998e-11,2.4918239999999998e-11,2.4918239999999998e-11,2.4918239999999998e-11,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-1.8072240000000003e-20,-1.806562e-20,-7.874050999999999e-20,-7.873442e-20,-1.809209e-20,-1.806562e-20,-1.806562e-20,-1.808548e-20,-1.0383399999999999e-20,-1.0383399999999999e-20,4.081702e-20,-2.835315e-23,-3.2961650000000006e-20,-3.296096e-20,-1.0383399999999999e-20,-6.631151999999999e-21,-6.631151999999999e-21,-1.0383399999999999e-20,-1.0383399999999999e-20,-1.0383399999999999e-20,-3.29623e-20,-3.2962669999999996e-20,-3.29606e-20,-3.296078e-20,0.0,-4.081702e-20,0.0,2.040851e-20,-2.3073610000000003e-23,-1.2891069999999998e-23,-1.246284e-23,6.1483189999999994e-24,1.0382459999999999e-20,1.0382459999999999e-20,8.537138999999999e-20,-6.266767e-20,1.863828e-20,1.3969540000000001e-21,1.494258e-20
0.005,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.0,3.8689199999999995e-16,3.8689199999999995e-16,3.8928809999999996e-16,3.892878e-16,3.8927480000000004e-16,3.8928800000000003e-16,3.89304e-16,3.893253e-16,2.6417429999999997e-11,2.6417429999999997e-11,2.6417440000000003e-11,2.6417429999999997e-11,2.6417429999999997e-11,2.6417429999999997e-11,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-1.3287830000000001e-20,-2.729034e-20,-1.118387e-19,-1.129518e-19,-3.642242e-20,-2.6019790000000003e-20,-4.208695e-20,-2.9090289999999997e-20,-1.10071e-20,-1.10071e-20,0.0,7.750384999999999e-21,-3.971338e-20,-3.9932910000000005e-20,-1.10071e-20,-7.73784e-21,-7.737840999999999e-21,-1.10071e-20,-1.10071e-20,-1.10071e-20,-3.993062e-20,-3.9934859999999996e-20,-4.01992e-20,-4.055523e-20,-8.163405e-20,0.0,0.0,0.0,-7.667217e-21,-1.499556e-22,9.398405999999998e-21,1.256574e-20,1.10071e-20,1.10071e-20,1.1957649999999999e-19,-3.436154e-20,1.992916e-20,-4.808938e-20,3.327276e-20
0.005000007140257146,-0.07000323,-0.06999066,-0.06999265,-0.06999677,-0.07000735,-0.07000935,-0.0001785064,-0.0001784741,-3.235014e-08,-9.950334000000001e-05,-9.726832e-05,-9.273440000000001e-05,-8.577203000000001e-05,-8.123810999999999e-05,-7.900309000000001e-05,-9.015659e-05,-8.992145e-05,-8.950257e-05,-8.900380999999999e-05,-8.858492e-05,-8.834978999999999e-05,-0.070089,-0.07009016,-0.07008992,-0.0700895,-0.07008859,-0.07008835,-4.936019e-10,4.936019e-10,-4.0986020000000005e-06,4.0986020000000005e-06,-1.139094e-09,1.139094e-09,1.4581660000000001e-09,-1.4581660000000001e-09,-1.341037e-15,1.341015e-15,3.0908709999999996e-09,4.095512e-06,-1.4289949999999999e-06,1.4289949999999999e-06,-3.0461959999999996e-15,-6.470028000000001e-13,6.470028000000001e-13,3.0461740000000004e-15,3.874147e-15,-3.8741690000000006e-15,-1.3534289999999998e-06,-1.3161789999999998e-06,1.3534289999999998e-06,1.3161789999999998e-06,2.597268e-09,1.45817e-09,2.597268e-09,1.45817e-09,2.667011e-06,1.314721e-06,2.667011e-06,1.314721e-06,1.341037e-15,-1.341015e-15,4.098603e-06,3.046169e-15,-3.046163e-15,-3.87417e-15,3.874163e-15
0.0050001817282969525,-0.07008738,-0.06974286,-0.0697989,-0.06991262,-0.0702011,-0.07025714,-0.0045432070000000005,-0.004515974,-2.723357e-05,-0.002529656,-0.00247338,-0.0023592310000000003,-0.0021839760000000002,-0.0020698279999999997,-0.002013551,-0.002272514,-0.002272277,-0.002271855,-0.002271352,-0.00227093,-0.002270693,-0.07227135,-0.07227252,-0.07227228,-0.07227186,-0.07227093,-0.07227069,-4.821112e-10,4.821112e-10,-0.0001030937,0.0001030937,-1.111035e-09,1.111035e-09,1.4214029999999998e-09,-1.4214029999999998e-09,-3.640471e-14,3.6404689999999996e-14,3.014777e-09,0.0001030912,-3.594571e-05,3.594571e-05,-8.378707e-14,-5.446712e-10,5.446712e-10,8.378706e-14,1.071349e-13,-1.0713499999999999e-13,-3.404324e-05,-3.31053e-05,3.404324e-05,3.31053e-05,2.5326290000000003e-09,1.42151e-09,2.5326290000000003e-09,1.42151e-09,6.714601e-05,3.3103870000000005e-05,6.714601e-05,3.3103870000000005e-05,3.640471e-14,-3.6404689999999996e-14,0.0001030943,8.378707e-14,-8.378703000000001e-14,-1.0713499999999999e-13,1.0713499999999999e-13
0.005000356316336757,-0.07017005,-0.06949939,-0.06960853,-0.06982995,-0.07039147,-0.0705006,-0.008907909,-0.008815756999999999,-9.215093e-05,-0.004955472,-0.0048461,-0.004624256,-0.004283653,-0.004061809,-0.003952436,-0.004454866,-0.004454629,-0.004454206,-0.004453702,-0.004453279,-0.004453042,-0.0744537,-0.07445487,-0.07445463,-0.07445421,-0.07445328,-0.07445304,-4.717307e-10,4.717307e-10,-0.0002003556,0.0002003556,-1.0859469999999998e-09,1.0859469999999998e-09,1.388668e-09,-1.388668e-09,-7.085451e-14,7.085449999999999e-14,2.946788e-09,0.0002003545,-6.985835999999999e-05,6.985835999999999e-05,-1.6311429999999998e-13,-1.8430179999999999e-09,1.8430179999999999e-09,1.6311429999999998e-13,2.0858769999999998e-13,-2.0858779999999996e-13,-6.616095999999999e-05,-6.433809e-05,6.616095999999999e-05,6.433809e-05,2.4749870000000002e-09,1.3888770000000004e-09,2.4749870000000002e-09,1.3888770000000004e-09,0.0001304966,6.43367e-05,0.0001304966,6.43367e-05,7.085451e-14,-7.085449999999999e-14,0.00020035740000000002,1.6311429999999998e-13,-1.631142e-13,-2.0858769999999998e-13,2.0858769999999998e-13
0.005000530904376564,-0.07025125,-0.06926026,-0.06942155,-0.06974875,-0.07057845,-0.07073974,-0.01327261,-0.01307782,-0.00019478439999999998,-0.007376951,-0.007215429000000001,-0.006887806999999999,-0.006384801999999999,-0.006057181,-0.005895658000000001,-0.006637213,-0.006636977,-0.006636555,-0.006636054000000001,-0.006635632,-0.006635396,-0.07663605,-0.07663721,-0.07663698,-0.07663655,-0.07663563,-0.07663539,-4.624606e-10,4.624606e-10,-0.00029588419999999996,0.00029588419999999996,-1.0638310000000001e-09,1.0638310000000001e-09,1.359961e-09,-1.359961e-09,-1.046904e-13,1.046904e-13,2.8869060000000003e-09,0.00029588520000000003,-0.00010316700000000001,0.00010316700000000001,-2.410278e-13,-3.895689000000001e-09,3.895689000000001e-09,2.410278e-13,3.0823249999999997e-13,-3.0823249999999997e-13,-9.77066e-05,-9.501456000000001e-05,9.77066e-05,9.501456000000001e-05,2.424341e-09,1.360269e-09,2.424341e-09,1.360269e-09,0.0001927187,9.501318999999999e-05,0.0001927187,9.501318999999999e-05,1.046904e-13,-1.046904e-13,0.0002958881,2.410279e-13,-2.410278e-13,-3.0823249999999997e-13,3.0823249999999997e-13
