,A,B
4182,Step Information: X=950  (Run: 10/11),
4183,0.000000000000000e+000,-0.07
4184,9.999999960041972e-012,-0.07
4185,1.999999992008394e-011,-0.07
4186,3.999999984016789e-011,-0.07
4187,4.499999982018887e-011,-0.07
4188,5.499999978023085e-011,-0.07
4189,7.499999970031479e-011,-0.07
4190,7.999999968033578e-011,-0.07
4191,8.999999964037775e-011,-0.07
4192,1.099999995604617e-010,-0.07
4193,1.499999994006296e-010,-0.07
4194,1.599999993606716e-010,-0.07
4195,1.799999992807555e-010,-0.07
4196,2.199999991209234e-010,-0.07
4197,2.999999988012592e-010,-0.07
4198,4.599999981619307e-010,-0.07
4199,7.799999968832738e-010,-0.07
4200,1.419999994325960e-009,-0.07
4201,2.699999989211332e-009,-0.07
4202,5.259999978982077e-009,-0.07
4203,1.037999995852357e-008,-0.07
4204,2.061999991760655e-008,-0.07
4205,4.109999983577251e-008,-0.07
4206,8.205999967210442e-008,-0.07
4207,1.639799993447683e-007,-0.07
4208,3.278199986900959e-007,-0.07
4209,6.554999973807513e-007,-0.07
4210,1.310859994762062e-006,-0.07
4211,2.310859994762062e-006,-0.07
4212,2.031085999476207e-005,-0.07
4213,7.303108599947733e-004,-0.07000006
4214,9.963108599947777e-004,-0.07000008
4215,1.837310859994707e-003,-0.07000014
4216,2.020310859994706e-003,-0.07000016
4217,3.044310859994842e-003,-0.07000022
4218,4.068310859994978e-003,-0.07000022
4219,4.998310859995101e-003,-0.07000023
4220,4.999310859995101e-003,-0.07000023
4221,5.000000000000000e-003,-0.07000023
4222,5.000005704541274e-003,-0.07000162
4223,5.000017113623819e-003,-0.07000441
4224,5.000025847273386e-003,-0.07000655
4225,5.000035171821413e-003,-0.07000884
4226,5.000053820917467e-003,-0.07001341
4227,5.000091119109575e-003,-0.07002255
4228,5.000100000000000e-003,-0.07002472
4229,5.000102142426891e-003,-0.07002524
4230,5.000106427280672e-003,-0.0700263
4231,5.000114996988234e-003,-0.0700284
4232,5.000132136403359e-003,-0.0700326
4233,5.000166415233609e-003,-0.07004101
4234,5.000234972894109e-003,-0.07005787
4235,5.000372088215108e-003,-0.07009174
4236,5.000646318857107e-003,-0.07016001
4237,5.001194780141104e-003,-0.07029813
4238,5.002194780141104e-003,-0.07054632
4239,5.003194780141104e-003,-0.0707888
4240,5.004194780141105e-003,-0.07103033
4241,5.005194780141105e-003,-0.07127093
4242,5.006194780141105e-003,-0.07151055
4243,5.007194780141105e-003,-0.07174928
4244,5.008194780141105e-003,-0.07198705
4245,5.009194780141105e-003,-0.0722239
4246,5.010194780141105e-003,-0.07245982
4247,5.011194780141105e-003,-0.07269481
4248,5.012194780141106e-003,-0.07292888
4249,5.013194780141106e-003,-0.07316205
4250,5.014194780141106e-003,-0.07339427
4251,5.016194780141106e-003,-0.07385609
4252,5.018194780141106e-003,-0.07431421
4253,5.020194780141107e-003,-0.07476881
4254,5.022194780141107e-003,-0.07521987
4255,5.024194780141107e-003,-0.07566738
4256,5.027194780141108e-003,-0.07633209
4257,5.030194780141108e-003,-0.07698911
4258,5.033194780141108e-003,-0.07763839
4259,5.036194780141109e-003,-0.07828015
4260,5.040194780141109e-003,-0.07912409
4261,5.044194780141110e-003,-0.07995498
4262,5.049194780141111e-003,-0.08097541
4263,5.054194780141111e-003,-0.08197606
4264,5.060194780141112e-003,-0.08315146
4265,5.067194780141113e-003,-0.08448815
4266,5.074194780141114e-003,-0.08578885
4267,5.077194780141114e-003,-0.08633542
4268,5.086194780141115e-003,-0.08793736
4269,5.096194780141117e-003,-0.08965278
4270,5.099194780141117e-003,-0.09015274
4271,5.100000000000000e-003,-0.09028077
4272,5.100100000000001e-003,-0.09027267
4273,5.100300000000000e-003,-0.09025669
4274,5.100700000000001e-003,-0.09022403
4275,5.101500000000000e-003,-0.09015942
4276,5.102500000000000e-003,-0.09008002
4277,5.103500000000000e-003,-0.09000158
4278,5.121500000000003e-003,-0.08864212
4279,5.143500000000006e-003,-0.0871067
4280,5.168500000000009e-003,-0.08551705
4281,5.197500000000013e-003,-0.08385992
4282,5.231500000000017e-003,-0.08214450000000001
4283,5.266500000000022e-003,-0.08060431
4284,5.301500000000027e-003,-0.07926345
4285,5.336500000000031e-003,-0.07809615
4286,5.371500000000036e-003,-0.07708001
4287,5.406500000000041e-003,-0.0761956
4288,5.441500000000045e-003,-0.07542562
4289,5.476500000000050e-003,-0.07475519
4290,5.511500000000055e-003,-0.07417166
4291,5.546500000000059e-003,-0.07366359
4292,5.581500000000064e-003,-0.07322145
4293,5.616500000000069e-003,-0.07283652
4294,5.651500000000073e-003,-0.07250154
4295,5.686500000000078e-003,-0.07220972
4296,5.721500000000082e-003,-0.0719558
4297,5.756500000000087e-003,-0.07173467
4298,5.791500000000092e-003,-0.07154214
4299,5.826500000000096e-003,-0.07137465
4300,5.861500000000101e-003,-0.07122886
4301,5.896500000000106e-003,-0.0711019
4302,5.931500000000110e-003,-0.0709914
4303,5.966500000000115e-003,-0.0708952
4304,6.001500000000120e-003,-0.07081151
4305,6.036500000000124e-003,-0.07073843
4306,6.071500000000129e-003,-0.07067513
4307,6.098500000000133e-003,-0.07063174
4308,6.133500000000137e-003,-0.07058215
4309,6.168500000000142e-003,-0.07053888
4310,6.203500000000146e-003,-0.07050133
4311,6.238500000000151e-003,-0.07046854
4312,6.274500000000156e-003,-0.07043934
4313,6.310500000000161e-003,-0.07041395
4314,6.346500000000165e-003,-0.07039189
4315,6.382500000000170e-003,-0.07037294
4316,6.418500000000175e-003,-0.07035637
4317,6.454500000000180e-003,-0.07034206
4318,6.490500000000185e-003,-0.07032967
4319,6.526500000000189e-003,-0.07031882
4320,6.562500000000194e-003,-0.07030952
4321,6.598500000000199e-003,-0.07030141
4322,6.635500000000204e-003,-0.07029426
4323,6.672500000000209e-003,-0.07028794
4324,6.709500000000214e-003,-0.07028258
4325,6.746500000000219e-003,-0.07027793
4326,6.784500000000224e-003,-0.07027388
4327,6.822500000000229e-003,-0.0702703
4328,6.861500000000234e-003,-0.0702672
4329,6.900500000000239e-003,-0.07026458
4330,6.940500000000244e-003,-0.07026219
4331,6.980500000000250e-003,-0.07026029
4332,7.021500000000255e-003,-0.07025838
4333,7.063500000000261e-003,-0.07025695
4334,7.106500000000266e-003,-0.07025576
4335,7.122500000000268e-003,-0.07025528
4336,7.167500000000274e-003,-0.07025421
4337,7.214500000000281e-003,-0.07025325
4338,7.263500000000287e-003,-0.07025242
4339,7.315500000000294e-003,-0.0702517
4340,7.370500000000301e-003,-0.07025111
4341,7.429500000000309e-003,-0.07025063
4342,7.493500000000318e-003,-0.07025027
4343,7.564500000000327e-003,-0.07024992
4344,7.643500000000338e-003,-0.07024956
4345,7.734500000000350e-003,-0.07024932
4346,7.842500000000337e-003,-0.0702492
4347,7.977500000000238e-003,-0.07024896
4348,8.146500000000114e-003,-0.07024896
4349,8.418499999999914e-003,-0.07024896
4350,9.025499999999468e-003,-0.07024896
4351,9.170499999999362e-003,-0.07024884
4352,1.019449999999861e-002,-0.07024896
4353,1.121849999999786e-002,-0.07024908
4354,1.224249999999711e-002,-0.07024908
4355,1.326649999999635e-002,-0.07024908
4356,1.429049999999560e-002,-0.07024908
4357,1.531449999999485e-002,-0.07024908
4358,1.633849999999533e-002,-0.07024908
4359,1.736249999999636e-002,-0.07024908
4360,1.838649999999738e-002,-0.07024908
4361,1.941049999999841e-002,-0.07024908
4362,2.043449999999943e-002,-0.07024908
4363,2.145850000000045e-002,-0.07024908
4364,2.248250000000148e-002,-0.07024908
4365,2.350650000000250e-002,-0.07024908
4366,2.453050000000353e-002,-0.07024908
4367,2.499850000000399e-002,-0.07024908
4368,2.499950000000399e-002,-0.07024908
4369,2.500000000000000e-002,-0.07024908
4370,2.500002000000000e-002,-0.07024431
4371,2.500006000000000e-002,-0.07023442
4372,2.500014000000000e-002,-0.07021487
4373,2.500020000000000e-002,-0.07020019999999999
4374,2.500021600000000e-002,-0.07019627
4375,2.500024800000000e-002,-0.07018839999999998
4376,2.500031200000000e-002,-0.07017267
4377,2.500044000000000e-002,-0.07014108
4378,2.500069600000000e-002,-0.07007730000000001
4379,2.500120799999999e-002,-0.06994843
4380,2.500220800000000e-002,-0.06969976
4381,2.500320800000000e-002,-0.06945729
4382,2.500720800000000e-002,-0.06849694
4383,2.501320800000001e-002,-0.06708419
4384,2.502220800000002e-002,-0.06502652
4385,2.503420800000003e-002,-0.062393399999999995
4386,2.504520800000004e-002,-0.06008598
4387,2.505120800000004e-002,-0.05886865
4388,2.505320800000005e-002,-0.05846918
4389,2.505620800000005e-002,-0.05787581
4390,2.505820800000005e-002,-0.05748408
4391,2.506020800000005e-002,-0.057095400000000004
4392,2.506620800000006e-002,-0.05594744
4393,2.507820800000007e-002,-0.05373076
4394,2.509720800000009e-002,-0.05042678
4395,2.512120800000011e-002,-0.04658866
4396,2.514520800000014e-002,-0.0430932
4397,2.516820800000016e-002,-0.040036199999999994
4398,2.519020800000018e-002,-0.03735709
4399,2.519820800000019e-002,-0.03643823
4400,2.519920800000019e-002,-0.03632617
4401,2.520000000000000e-002,-0.03624082
4402,2.520010000000000e-002,-0.03625417
4403,2.520030000000000e-002,-0.03628111
4404,2.520070000000000e-002,-0.03633547
4405,2.520150000000000e-002,-0.03644395
4406,2.520250000000000e-002,-0.03657675
4407,2.520350000000000e-002,-0.03670812
4408,2.522050000000002e-002,-0.03886032
4409,2.523550000000003e-002,-0.0406425
4410,2.524850000000005e-002,-0.04210377
4411,2.525950000000006e-002,-0.04328299
