,A,B
478,Step Information: X=150  (Run: 2/11),
479,0.000000000000000e+000,-0.07
480,9.999999960041972e-012,-0.07
481,1.999999992008394e-011,-0.07
482,3.999999984016789e-011,-0.07
483,4.499999982018887e-011,-0.07
484,5.499999978023085e-011,-0.07
485,7.499999970031479e-011,-0.07
486,7.999999968033578e-011,-0.07
487,8.999999964037775e-011,-0.07
488,1.099999995604617e-010,-0.07
489,1.499999994006296e-010,-0.07
490,1.599999993606716e-010,-0.07
491,1.799999992807555e-010,-0.07
492,2.199999991209234e-010,-0.07
493,2.999999988012592e-010,-0.07
494,4.599999981619307e-010,-0.07
495,7.799999968832738e-010,-0.07
496,1.419999994325960e-009,-0.07
497,2.699999989211332e-009,-0.07
498,5.259999978982077e-009,-0.07
499,1.037999995852357e-008,-0.07
500,2.061999991760655e-008,-0.07
501,4.109999983577251e-008,-0.07
502,8.205999967210442e-008,-0.07
503,1.639799993447683e-007,-0.07
504,3.278199986900959e-007,-0.07
505,6.554999973807513e-007,-0.07
506,1.310859994762062e-006,-0.07
507,2.310859994762062e-006,-0.07
508,2.031085999476207e-005,-0.07
509,7.303108599947733e-004,-0.07000007
510,9.963108599947777e-004,-0.07000009
511,1.837310859994707e-003,-0.07000015
512,2.020310859994706e-003,-0.07000016
513,3.044310859994842e-003,-0.07000019
514,4.068310859994978e-003,-0.07000023
515,4.998310859995101e-003,-0.07000024
516,4.999310859995101e-003,-0.07000024
517,5.000000000000000e-003,-0.07000024
518,5.000001399510053e-003,-0.0700018
519,5.000004198530159e-003,-0.07000495
520,5.000007529190637e-003,-0.07000874
521,5.000011314537539e-003,-0.07001304
522,5.000018885231342e-003,-0.07002164
523,5.000034026618948e-003,-0.07003884
524,5.000064309394160e-003,-0.07007323
525,5.000100000000000e-003,-0.07011371
526,5.000103258244664e-003,-0.07011741
527,5.000109774733991e-003,-0.0701248
528,5.000122807712644e-003,-0.07013958
529,5.000148873669952e-003,-0.07016916
530,5.000201005584566e-003,-0.07022829
531,5.000305269413795e-003,-0.07034656
532,5.000513797072254e-003,-0.0705831
533,5.000930852389169e-003,-0.07105611
534,5.001764963023002e-003,-0.07199067
535,5.002764963023002e-003,-0.07308421
536,5.003764963023002e-003,-0.07415477
537,5.004764963023003e-003,-0.07520605
538,5.005764963023003e-003,-0.07623839
539,5.006764963023003e-003,-0.07725213
540,5.007764963023003e-003,-0.07824761
541,5.008764963023003e-003,-0.07922517
542,5.009764963023003e-003,-0.08018512
543,5.010764963023003e-003,-0.08112776
544,5.011764963023004e-003,-0.08205345
545,5.012764963023004e-003,-0.08296244
546,5.013764963023004e-003,-0.08385508
547,5.014764963023004e-003,-0.08473164
548,5.015764963023004e-003,-0.08559245
549,5.016764963023004e-003,-0.08643773
550,5.018764963023004e-003,-0.08808288
551,5.020764963023005e-003,-0.08966938
552,5.022764963023005e-003,-0.09119928
553,5.025764963023005e-003,-0.09339237
