time	V(N008,N005)	V(N009,N004)	V(n001)	V(n002)	V(n003)	V(n004)	V(n005)	V(n006)	V(n007)	V(n008)	V(n009)	I(C1)	I(C2)	I(C3)	I(C4)	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(R6)	I(R7)	I(R8)	I(R9)	I(V1)	I(V2)	I(V3)
0.000000000000000e+000	-7.000000e-002	-7.000000e-002	0.000000e+000	-2.100000e-020	-2.100000e-020	-2.102100e-020	-2.102100e-020	-2.102100e-020	-2.102100e-020	-7.000000e-002	-7.000000e-002	4.200000e-025	4.200000e-025	2.100000e-038	2.100000e-038	2.536958e-037	2.536958e-037	0.000000e+000	-3.009266e-037	4.200000e-025	4.200000e-025	-4.298951e-038	4.200000e-025	4.200000e-025	-1.261169e-043	-1.261169e-043	-4.200000e-025
1.000000000000000e-003	-7.000000e-002	-7.000000e-002	0.000000e+000	-8.268006e-015	-8.268006e-015	-8.234877e-015	-8.234877e-015	-1.151710e-009	-1.151710e-009	-7.000000e-002	-7.000000e-002	-3.541868e-018	-3.541868e-018	-8.281634e-019	-8.281634e-019	2.879255e-018	2.879255e-018	0.000000e+000	-3.155444e-031	-6.625915e-019	-6.625915e-019	-4.507777e-031	1.653601e-019	1.653601e-019	-2.879255e-018	-2.879255e-018	6.628033e-019
1.000000100000000e-003	-8.866325e-002	-5.133677e-002	-5.000000e-001	-4.999984e-001	-1.568685e-006	-2.691866e-001	-2.308134e-001	-2.505234e-001	-2.494766e-001	-3.194766e-001	-3.205234e-001	-7.789129e-004	7.789129e-004	-1.175905e-002	1.175905e-002	-4.699290e-011	4.699290e-011	7.789129e-004	3.837323e-003	-4.616236e-003	4.616236e-003	7.142812e-003	-3.137371e-011	3.137371e-011	4.699293e-011	-4.699291e-011	1.175905e-002
1.000000300000000e-003	-1.312184e-001	-8.781672e-003	-1.500000e+000	-1.499993e+000	-6.699590e-006	-8.119850e-001	-6.880150e-001	-7.507666e-001	-7.492334e-001	-8.192334e-001	-8.207666e-001	-1.363178e-003	1.363178e-003	-3.518855e-002	3.518855e-002	-1.532584e-010	1.532584e-010	1.363178e-003	1.239699e-002	-1.376017e-002	1.376017e-002	2.142838e-002	-1.339918e-010	1.339918e-010	1.532584e-010	-1.532584e-010	3.518855e-002
1.000000440661023e-003	-1.632377e-001	2.323771e-002	-2.203305e+000	-2.203293e+000	-1.253834e-005	-1.195538e+000	-1.007767e+000	-1.102301e+000	-1.101004e+000	-1.171005e+000	-1.172301e+000	-1.377935e-003	1.377935e-003	-5.163052e-002	5.163052e-002	-2.329920e-010	2.329920e-010	1.377936e-003	1.877715e-002	-2.015509e-002	2.015509e-002	3.147543e-002	-2.507667e-010	2.507667e-010	2.329918e-010	-2.329920e-010	5.163052e-002
1.000000575662768e-003	-1.939712e-001	5.397105e-002	-2.878314e+000	-2.878293e+000	-2.060078e-005	-1.563823e+000	-1.314491e+000	-1.439852e+000	-1.438462e+000	-1.508462e+000	-1.509852e+000	-1.356256e-003	1.356256e-003	-6.740759e-002	6.740759e-002	-3.099691e-010	3.099691e-010	1.356256e-003	2.493316e-002	-2.628941e-002	2.628941e-002	4.111818e-002	-4.120156e-010	4.120156e-010	3.099691e-010	-3.099691e-010	6.740759e-002
1.000000723232480e-003	-2.274772e-001	8.747721e-002	-3.616162e+000	-3.616130e+000	-3.220296e-005	-1.966235e+000	-1.649928e+000	-1.808758e+000	-1.807405e+000	-1.877405e+000	-1.878758e+000	-1.367188e-003	1.367188e-003	-8.465645e-002	8.465645e-002	-3.936750e-010	3.936750e-010	1.367189e-003	3.163072e-002	-3.299791e-002	3.299791e-002	5.165854e-002	-6.440593e-010	6.440593e-010	3.936750e-010	-3.936750e-010	8.465645e-002
1.000000946863014e-003	-2.782981e-001	1.382983e-001	-4.734315e+000	-4.734262e+000	-5.344019e-005	-2.576141e+000	-2.158175e+000	-2.367842e+000	-2.366473e+000	-2.436473e+000	-2.437842e+000	-1.365793e-003	1.365793e-003	-1.107940e-001	1.107940e-001	-5.207506e-010	5.207506e-010	1.365794e-003	4.179663e-002	-4.316242e-002	4.316242e-002	6.763155e-002	-1.068804e-009	1.068804e-009	5.207509e-010	-5.207507e-010	1.107940e-001
1.000001000000000e-003	-2.903855e-001	1.503854e-001	-5.000000e+000	-4.999941e+000	-5.914523e-005	-2.721067e+000	-2.278933e+000	-2.500682e+000	-2.499318e+000	-2.569318e+000	-2.570682e+000	-1.363977e-003	1.363977e-003	-1.170043e-001	1.170043e-001	-5.509637e-010	5.509637e-010	1.363977e-003	4.421349e-002	-4.557747e-002	4.557747e-002	7.142688e-002	-1.182905e-009	1.182905e-009	5.509641e-010	-5.509638e-010	1.170043e-001
1.000001005255629e-003	-2.913582e-001	1.513581e-001	-5.000000e+000	-4.999940e+000	-5.976004e-005	-2.721939e+000	-2.278061e+000	-2.500581e+000	-2.499419e+000	-2.569419e+000	-2.570581e+000	-1.172147e-003	1.172147e-003	-1.169869e-001	1.169869e-001	-5.533832e-010	5.533832e-010	1.172147e-003	4.438787e-002	-4.556002e-002	4.556002e-002	7.142686e-002	-1.195201e-009	1.195201e-009	5.533826e-010	-5.533836e-010	1.169869e-001
