,A,B
0,Step Information: X=50  (Run: 1/11),
1,0.000000000000000e+000,-0.07
2,9.999999960041972e-012,-0.07
3,1.999999992008394e-011,-0.07
4,3.999999984016789e-011,-0.07
5,4.499999982018887e-011,-0.07
6,5.499999978023085e-011,-0.07
7,7.499999970031479e-011,-0.07
8,7.999999968033578e-011,-0.07
9,8.999999964037775e-011,-0.07
10,1.099999995604617e-010,-0.07
11,1.499999994006296e-010,-0.07
12,1.599999993606716e-010,-0.07
13,1.799999992807555e-010,-0.07
14,2.199999991209234e-010,-0.07
15,2.999999988012592e-010,-0.07
16,4.599999981619307e-010,-0.07
17,7.799999968832738e-010,-0.07
18,1.419999994325960e-009,-0.07
19,2.699999989211332e-009,-0.07
20,5.259999978982077e-009,-0.07
21,1.037999995852357e-008,-0.07
22,2.061999991760655e-008,-0.07
23,4.109999983577251e-008,-0.07
24,8.205999967210442e-008,-0.07
25,1.639799993447683e-007,-0.07
26,3.278199986900959e-007,-0.07
27,6.554999973807513e-007,-0.07
28,1.310859994762062e-006,-0.07
29,2.310859994762062e-006,-0.07
30,2.031085999476207e-005,-0.07
31,7.303108599947733e-004,-0.07000005
32,9.973108599947776e-004,-0.07000007
33,1.838310859994707e-003,-0.07000013
34,2.021310859994706e-003,-0.07000015
35,3.045310859994842e-003,-0.07000021
36,4.069310859994978e-003,-0.07000021
37,4.998310859995101e-003,-0.07000021
38,4.999310859995101e-003,-0.07000021
39,5.000000000000000e-003,-0.07000021
40,5.000001398950741e-003,-0.07000305
41,5.000004196852223e-003,-0.07000885
42,5.000006827323453e-003,-0.07001432
43,5.000009823326054e-003,-0.07002057
44,5.000027799341655e-003,-0.07005799
45,5.000051767362457e-003,-0.07010784
46,5.000099703404061e-003,-0.07020748
47,5.000100000000000e-003,-0.07020809
48,5.000100593191880e-003,-0.07020932
49,5.000101779575638e-003,-0.07021179
50,5.000104152343156e-003,-0.07021672
51,5.000108897878190e-003,-0.07022656
52,5.000118388948259e-003,-0.07024626
53,5.000137371088396e-003,-0.07028562
54,5.000175335368671e-003,-0.07036427
55,5.000251263929221e-003,-0.07052119
56,5.000403121050321e-003,-0.07083354
57,5.000706835292522e-003,-0.07145236
58,5.001314263776922e-003,-0.07266907
59,5.002314263776922e-003,-0.07462437
60,5.003314263776922e-003,-0.07652196
61,5.004314263776922e-003,-0.07835732
62,5.005314263776923e-003,-0.08013253
63,5.006314263776923e-003,-0.08184955
64,5.007314263776923e-003,-0.08351029
65,5.008314263776923e-003,-0.08511658
66,5.009314263776923e-003,-0.08667024
67,5.010314263776923e-003,-0.08817299
68,5.011314263776923e-003,-0.08962648
69,5.012314263776923e-003,-0.09103236
70,5.013314263776924e-003,-0.09239215
71,5.014314263776924e-003,-0.09370738
72,5.015314263776924e-003,-0.09497954
73,5.017314263776924e-003,-0.09740019
74,5.019314263776924e-003,-0.09966484
75,5.021314263776925e-003,-0.1017836
76,5.024314263776925e-003,-0.1047086
77,5.027314263776925e-003,-0.1073555
78,5.031314263776926e-003,-0.1104978
79,5.036314263776927e-003,-0.1138811
80,5.042314263776927e-003,-0.1172644
81,5.050314263776928e-003,-0.1208443
82,5.059314263776930e-003,-0.1238849
83,5.070314263776931e-003,-0.12655919999999998
84,5.074314263776932e-003,-0.12731489999999998
85,5.090314263776934e-003,-0.1295152
86,5.099314263776935e-003,-0.1303321
87,5.100000000000000e-003,-0.1303854
88,5.100074278889487e-003,-0.130237
89,5.100222836668460e-003,-0.1299409
90,5.100519952226406e-003,-0.12935410000000006
91,5.101114183342298e-003,-0.1282002
92,5.102114183342298e-003,-0.1263043
93,5.106114183342299e-003,-0.1192988
94,5.110114183342300e-003,-0.11316869999999997
95,5.114114183342300e-003,-0.1078049
96,5.118114183342301e-003,-0.1031113
97,5.122114183342301e-003,-0.09900439
98,5.126114183342302e-003,-0.0954107
99,5.130114183342302e-003,-0.09226619999999999
100,5.134114183342303e-003,-0.08951461
101,5.138114183342303e-003,-0.08710694
102,5.142114183342304e-003,-0.08500016
103,5.146114183342304e-003,-0.0831567
104,5.150114183342305e-003,-0.08154368
105,5.154114183342305e-003,-0.08013225
106,5.158114183342306e-003,-0.07889712
107,5.162114183342306e-003,-0.07781649
108,5.166114183342307e-003,-0.0768708
109,5.170114183342307e-003,-0.07604337
110,5.174114183342308e-003,-0.07531929
111,5.178114183342309e-003,-0.07468569
112,5.182114183342309e-003,-0.07413137
113,5.186114183342310e-003,-0.07364619
114,5.190114183342310e-003,-0.0732218
115,5.194114183342311e-003,-0.07285035
116,5.198114183342311e-003,-0.07252526
117,5.202114183342312e-003,-0.07224095
118,5.206114183342312e-003,-0.07199216
119,5.210114183342313e-003,-0.07177436
120,5.214114183342313e-003,-0.07158387
121,5.218114183342314e-003,-0.07141709
122,5.222114183342314e-003,-0.07127118
123,5.226114183342315e-003,-0.07114363
124,5.230114183342315e-003,-0.07103193
125,5.234114183342316e-003,-0.07093418
126,5.238114183342317e-003,-0.0708487
127,5.242114183342317e-003,-0.07077384
128,5.246114183342318e-003,-0.07070827
129,5.250114183342318e-003,-0.07065105
130,5.254114183342319e-003,-0.07060087
131,5.258114183342319e-003,-0.07055712
132,5.262114183342320e-003,-0.07051873
133,5.266114183342320e-003,-0.07048512
134,5.270114183342321e-003,-0.07045567
135,5.274114183342321e-003,-0.07042992
136,5.278114183342322e-003,-0.07040739
137,5.282114183342322e-003,-0.07038772
138,5.286114183342323e-003,-0.07037044
139,5.290114183342323e-003,-0.07035542
140,5.294114183342324e-003,-0.0703423
141,5.298114183342324e-003,-0.07033062
142,5.302114183342325e-003,-0.07032061
143,5.306114183342326e-003,-0.07031178
144,5.310114183342326e-003,-0.07030404
145,5.314114183342327e-003,-0.07029724
146,5.318114183342327e-003,-0.07029128
147,5.322114183342328e-003,-0.07028615
148,5.326114183342328e-003,-0.07028162
149,5.330114183342329e-003,-0.07027769
150,5.334114183342329e-003,-0.07027411
151,5.338114183342330e-003,-0.07027113
152,5.342114183342330e-003,-0.07026851
153,5.346114183342331e-003,-0.07026613
154,5.350114183342331e-003,-0.07026410000000001
155,5.354114183342332e-003,-0.07026231
156,5.359114183342333e-003,-0.07026041
157,5.364114183342333e-003,-0.07025886
158,5.369114183342334e-003,-0.07025743
159,5.374114183342335e-003,-0.07025623
160,5.379114183342335e-003,-0.07025528
161,5.384114183342336e-003,-0.07025445
162,5.389114183342337e-003,-0.07025373
163,5.395114183342337e-003,-0.07025301
164,5.401114183342338e-003,-0.07025242
165,5.408114183342339e-003,-0.07025194
166,5.415114183342340e-003,-0.07025146
167,5.423114183342341e-003,-0.07025111
168,5.432114183342342e-003,-0.07025075
169,5.442114183342344e-003,-0.07025051
170,5.454114183342345e-003,-0.07025027
171,5.468114183342347e-003,-0.07025015
172,5.487114183342350e-003,-0.07025003
173,5.514114183342353e-003,-0.07024992
174,5.565114183342360e-003,-0.07024992
175,6.095114183342430e-003,-0.0702498
176,7.119114183342566e-003,-0.0702498
177,8.143114183342416e-003,-0.07024968
178,9.167114183341664e-003,-0.07024968
179,1.019111418334091e-002,-0.07024968
180,1.121511418334016e-002,-0.07024956
181,1.223911418333941e-002,-0.07024956
182,1.326311418333865e-002,-0.07024956
183,1.428711418333790e-002,-0.07024956
184,1.531111418333715e-002,-0.07024956
185,1.633511418333763e-002,-0.07024956
186,1.735911418333866e-002,-0.07024956
187,1.838311418333968e-002,-0.07024956
188,1.940711418334070e-002,-0.07024956
189,2.043111418334173e-002,-0.07024956
190,2.145511418334275e-002,-0.07024956
191,2.247911418334378e-002,-0.07024956
192,2.350311418334480e-002,-0.07024956
193,2.452711418334582e-002,-0.07024956
194,2.499811418334630e-002,-0.07024956
195,2.499911418334630e-002,-0.07024956
196,2.500000000000000e-002,-0.07024956
197,2.500002000000000e-002,-0.07020795
198,2.500006000000000e-002,-0.07012486
199,2.500014000000000e-002,-0.06995881
200,2.500020000000000e-002,-0.06983447
201,2.500021600000000e-002,-0.06980133
202,2.500024800000000e-002,-0.06973517
203,2.500031200000000e-002,-0.06960319999999999
204,2.500044000000000e-002,-0.06934023
205,2.500069600000000e-002,-0.06881857
206,2.500120799999999e-002,-0.06779134
207,2.500220800000000e-002,-0.06583083
208,2.500320800000000e-002,-0.06392646
209,2.500420800000000e-002,-0.06208456
210,2.500520800000000e-002,-0.06030309
211,2.500720800000000e-002,-0.05691338
212,2.500920800000000e-002,-0.05374205
213,2.501120800000000e-002,-0.05077541
214,2.501420800000001e-002,-0.04667997
215,2.501720800000001e-002,-0.04297423
216,2.502120800000001e-002,-0.03857529
217,2.502520800000002e-002,-0.03472483
218,2.503020800000002e-002,-0.03057957
219,2.503620800000003e-002,-0.026434899999999997
220,2.504320800000004e-002,-0.022536700000000003
221,2.505120800000004e-002,-0.01906139
222,2.505920800000005e-002,-0.01639575
223,2.506620800000006e-002,-0.01457721
224,2.507120800000006e-002,-0.01351291
225,2.507320800000007e-002,-0.01313394
226,2.507720800000007e-002,-0.01244691
227,2.508620800000008e-002,-0.01119445
228,2.509520800000009e-002,-0.01026112
229,2.510620800000010e-002,-0.009434844
230,2.512420800000012e-002,-0.008576646
231,2.513020800000012e-002,-0.008382469
232,2.515220800000015e-002,-0.007907151999999999
