,A,B
4623,Step Information: X=1.05K  (Run: 11/11),
4624,0.000000000000000e+000,-0.07
4625,9.999999960041972e-012,-0.07
4626,1.999999992008394e-011,-0.07
4627,3.999999984016789e-011,-0.07
4628,4.499999982018887e-011,-0.07
4629,5.499999978023085e-011,-0.07
4630,7.499999970031479e-011,-0.07
4631,7.999999968033578e-011,-0.07
4632,8.999999964037775e-011,-0.07
4633,1.099999995604617e-010,-0.07
4634,1.499999994006296e-010,-0.07
4635,1.599999993606716e-010,-0.07
4636,1.799999992807555e-010,-0.07
4637,2.199999991209234e-010,-0.07
4638,2.999999988012592e-010,-0.07
4639,4.599999981619307e-010,-0.07
4640,7.799999968832738e-010,-0.07
4641,1.419999994325960e-009,-0.07
4642,2.699999989211332e-009,-0.07
4643,5.259999978982077e-009,-0.07
4644,1.037999995852357e-008,-0.07
4645,2.061999991760655e-008,-0.07
4646,4.109999983577251e-008,-0.07
4647,8.205999967210442e-008,-0.07
4648,1.639799993447683e-007,-0.07
4649,3.278199986900959e-007,-0.07
4650,6.554999973807513e-007,-0.07
4651,1.310859994762062e-006,-0.07
4652,2.310859994762062e-006,-0.07
4653,2.031085999476207e-005,-0.07
4654,7.303108599947733e-004,-0.07000007
4655,9.963108599947777e-004,-0.07000008
4656,1.837310859994707e-003,-0.07000015
4657,2.020310859994706e-003,-0.07000016
4658,3.044310859994842e-003,-0.0700002
4659,4.068310859994978e-003,-0.07000024
4660,4.998310859995101e-003,-0.07000025
4661,4.999310859995101e-003,-0.07000025
4662,5.000000000000000e-003,-0.07000025
4663,5.000006263853499e-003,-0.07000165
4664,5.000018791560496e-003,-0.07000444
4665,5.000028328922072e-003,-0.07000656
4666,5.000038117686446e-003,-0.07000875
4667,5.000057695215192e-003,-0.07001313
4668,5.000096850272686e-003,-0.07002186
4669,5.000100000000000e-003,-0.07002256
4670,5.000102168035120e-003,-0.07002304
4671,5.000106504105360e-003,-0.07002401
4672,5.000115176245839e-003,-0.07002595
4673,5.000132520526796e-003,-0.07002982
4674,5.000167209088712e-003,-0.07003758
4675,5.000236586212545e-003,-0.07005312
4676,5.000375340460209e-003,-0.07008434
4677,5.000652848955538e-003,-0.07014730000000001
4678,5.001207865946196e-003,-0.07027467
4679,5.002207865946196e-003,-0.07050081
4680,5.003207865946196e-003,-0.07072186
4681,5.004207865946196e-003,-0.07094209
4682,5.005207865946196e-003,-0.07116155
4683,5.006207865946196e-003,-0.07138023
4684,5.007207865946196e-003,-0.07159811
4685,5.008207865946197e-003,-0.07181525
4686,5.009207865946197e-003,-0.0720316
4687,5.010207865946197e-003,-0.07224716
4688,5.011207865946197e-003,-0.07246199
4689,5.012207865946197e-003,-0.07267603
4690,5.013207865946197e-003,-0.0728893
4691,5.014207865946197e-003,-0.07310182
4692,5.016207865946198e-003,-0.07352456
4693,5.018207865946198e-003,-0.07394436
4694,5.020207865946198e-003,-0.07436112
4695,5.022207865946198e-003,-0.07477498
4696,5.024207865946199e-003,-0.07518584
4697,5.027207865946199e-003,-0.07579666
4698,5.030207865946199e-003,-0.076401
4699,5.033207865946200e-003,-0.07699889
4700,5.036207865946200e-003,-0.07759041
4701,5.040207865946201e-003,-0.07836938
4702,5.044207865946201e-003,-0.07913733
4703,5.049207865946202e-003,-0.08008194
4704,5.054207865946203e-003,-0.08100986
4705,5.060207865946203e-003,-0.0821017
4706,5.067207865946204e-003,-0.08334649
4707,5.074207865946205e-003,-0.08456075
4708,5.077207865946206e-003,-0.0850718
4709,5.086207865946207e-003,-0.086573
4710,5.096207865946208e-003,-0.08818531
4711,5.098207865946208e-003,-0.08850121
4712,5.099207865946209e-003,-0.08865666
4713,5.100000000000000e-003,-0.08877539999999999
4714,5.100100000000001e-003,-0.08876872
4715,5.100300000000000e-003,-0.08875489
4716,5.100700000000001e-003,-0.08872771
4717,5.101500000000000e-003,-0.08867264
4718,5.102500000000000e-003,-0.08860588
4719,5.103500000000000e-003,-0.08853984
4720,5.122500000000003e-003,-0.08732677
4721,5.145500000000006e-003,-0.08596516
4722,5.172500000000010e-003,-0.0845052
4723,5.203500000000014e-003,-0.08299506
4724,5.239500000000018e-003,-0.08144116
4725,5.278500000000024e-003,-0.0799706
4726,5.317500000000029e-003,-0.07869327
4727,5.356500000000034e-003,-0.07758379
4728,5.395500000000039e-003,-0.0766201
4729,5.434500000000044e-003,-0.07578301
4730,5.473500000000050e-003,-0.07505572
4731,5.512500000000055e-003,-0.07442427
4732,5.551500000000060e-003,-0.07387555
4733,5.590500000000065e-003,-0.07339919
4734,5.629500000000070e-003,-0.07298517
4735,5.668500000000075e-003,-0.07262564
4736,5.707500000000081e-003,-0.07231331
4737,5.746500000000086e-003,-0.07204211
4738,5.785500000000091e-003,-0.07180643
4739,5.824500000000096e-003,-0.07160175
4740,5.863500000000101e-003,-0.07142401
4741,5.902500000000106e-003,-0.07126951
4742,5.941500000000112e-003,-0.07113539999999999
4743,5.980500000000117e-003,-0.07101893
4744,6.019500000000122e-003,-0.07091773
4745,6.058500000000127e-003,-0.07082987
4746,6.097500000000132e-003,-0.07075346
4747,6.098500000000133e-003,-0.07075155
4748,6.137500000000138e-003,-0.07068551
4749,6.176500000000143e-003,-0.07062817
4750,6.215500000000148e-003,-0.07057834
4751,6.254500000000153e-003,-0.07053518
4752,6.293500000000158e-003,-0.07049739
4753,6.332500000000164e-003,-0.07046473
4754,6.371500000000169e-003,-0.07043636
4755,6.410500000000174e-003,-0.07041180000000001
4756,6.449500000000179e-003,-0.07039046
4757,6.488500000000184e-003,-0.07037175
4758,6.527500000000189e-003,-0.07035565
4759,6.566500000000195e-003,-0.07034159
4760,6.606500000000200e-003,-0.07032919
4761,6.646500000000205e-003,-0.07031846
4762,6.686500000000211e-003,-0.07030904
4763,6.726500000000216e-003,-0.07030094
4764,6.766500000000221e-003,-0.07029402
4765,6.806500000000226e-003,-0.07028794
4766,6.847500000000232e-003,-0.07028258
4767,6.888500000000237e-003,-0.07027793
4768,6.929500000000243e-003,-0.070274
4769,6.971500000000248e-003,-0.07027054
4770,7.013500000000254e-003,-0.07026756
4771,7.056500000000260e-003,-0.07026482
4772,7.100500000000266e-003,-0.07026255
4773,7.122500000000268e-003,-0.07026148
4774,7.167500000000274e-003,-0.07025969
4775,7.213500000000281e-003,-0.07025802
4776,7.260500000000287e-003,-0.07025671
4777,7.309500000000293e-003,-0.07025552
4778,7.359500000000300e-003,-0.07025445
4779,7.411500000000307e-003,-0.07025349
4780,7.466500000000314e-003,-0.07025278
4781,7.524500000000322e-003,-0.07025206
4782,7.586500000000330e-003,-0.07025158
4783,7.652500000000339e-003,-0.07025111
4784,7.724500000000348e-003,-0.07025063
4785,7.804500000000359e-003,-0.07025027
4786,7.894500000000299e-003,-0.07025003
4787,7.999500000000222e-003,-0.07024992
4788,8.125500000000129e-003,-0.07024968
4789,8.146500000000114e-003,-0.07024968
4790,8.312499999999992e-003,-0.07024956
4791,8.546499999999820e-003,-0.07024956
4792,8.952499999999522e-003,-0.07024956
4793,9.170499999999362e-003,-0.07024968
4794,1.019449999999861e-002,-0.0702498
4795,1.121849999999786e-002,-0.0702498
4796,1.224249999999711e-002,-0.07024992
4797,1.326649999999635e-002,-0.07024992
4798,1.429049999999560e-002,-0.07024992
4799,1.531449999999485e-002,-0.07025003
4800,1.633849999999533e-002,-0.07025003
4801,1.736249999999636e-002,-0.07025003
4802,1.838649999999738e-002,-0.07025003
4803,1.941049999999841e-002,-0.07025003
4804,2.043449999999943e-002,-0.07025003
4805,2.145850000000045e-002,-0.07025003
4806,2.248250000000148e-002,-0.07025003
4807,2.350650000000250e-002,-0.07025003
4808,2.453050000000353e-002,-0.07025003
4809,2.499850000000399e-002,-0.07025003
4810,2.499950000000399e-002,-0.07025003
4811,2.500000000000000e-002,-0.07025003
4812,2.500002000000000e-002,-0.0702455
4813,2.500006000000000e-002,-0.07023668
4814,2.500014000000000e-002,-0.0702188
4815,2.500020000000000e-002,-0.07020533
4816,2.500021600000000e-002,-0.07020187
4817,2.500024800000000e-002,-0.07019472
4818,2.500031200000000e-002,-0.0701803
4819,2.500044000000000e-002,-0.07015157
4820,2.500069600000000e-002,-0.07009351
4821,2.500120799999999e-002,-0.06997597
4822,2.500220800000000e-002,-0.06974947
4823,2.500320800000000e-002,-0.06952834
4824,2.500720800000000e-002,-0.06865203
4825,2.501420800000001e-002,-0.06714833
4826,2.502420800000002e-002,-0.06506437
4827,2.503720800000003e-002,-0.062464
4828,2.504720800000004e-002,-0.06054412
4829,2.505220800000005e-002,-0.05960955
4830,2.505420800000005e-002,-0.05924036
4831,2.505520800000005e-002,-0.05905675
4832,2.505720800000005e-002,-0.05869148
4833,2.505920800000005e-002,-0.05832881
4834,2.506420800000006e-002,-0.05743334
4835,2.507620800000007e-002,-0.05534816
4836,2.509520800000009e-002,-0.05222344
4837,2.512020800000011e-002,-0.04842079
4838,2.514520800000014e-002,-0.04494107
4839,2.516920800000016e-002,-0.04187846
4840,2.519220800000019e-002,-0.03917718
4841,2.519820800000019e-002,-0.03850842
4842,2.519920800000019e-002,-0.03839922
4843,2.520000000000000e-002,-0.03831577
4844,2.520010000000000e-002,-0.03832746
4845,2.520030000000000e-002,-0.03835034
4846,2.520070000000000e-002,-0.03839707
4847,2.520150000000000e-002,-0.03848982
4848,2.520250000000000e-002,-0.03860354
4849,2.520350000000000e-002,-0.03871584
4850,2.522350000000002e-002,-0.04087853
4851,2.524150000000004e-002,-0.04269576
4852,2.525650000000005e-002,-0.0441227
4853,2.526950000000007e-002,-0.04529834
4854,2.528050000000008e-002,-0.04625082
4855,2.528850000000009e-002,-0.04692006
4856,2.529450000000009e-002,-0.04740953
4857,2.529750000000009e-002,-0.04765034
4858,2.530050000000010e-002,-0.04788852
4859,2.530550000000010e-002,-0.04827976
4860,2.531350000000011e-002,-0.04889154
4861,2.532450000000012e-002,-0.04970384
4862,2.533850000000014e-002,-0.05069232
4863,2.535550000000015e-002,-0.05182767
4864,2.537550000000017e-002,-0.05307651
4865,2.539950000000020e-002,-0.05446124
4866,2.542750000000022e-002,-0.05593204
4867,2.545950000000026e-002,-0.05744052
4868,2.549650000000029e-002,-0.058980700000000004
4869,2.553550000000033e-002,-0.06039596
4870,2.554250000000034e-002,-0.06062961
4871,2.558150000000038e-002,-0.06182837
4872,2.562050000000042e-002,-0.06286955
4873,2.565950000000046e-002,-0.06377387
4874,2.569850000000050e-002,-0.06455958
4875,2.573750000000053e-002,-0.06524193
4876,2.577650000000057e-002,-0.06583464
4877,2.581550000000061e-002,-0.06634951
4878,2.585450000000065e-002,-0.06679666
4879,2.589350000000069e-002,-0.06718516
4880,2.593250000000073e-002,-0.06752253
4881,2.597150000000077e-002,-0.06781554
4882,2.601050000000081e-002,-0.06807005
4883,2.604950000000085e-002,-0.06829119
4884,2.608850000000089e-002,-0.06848335
4885,2.612750000000092e-002,-0.06865025
4886,2.616650000000096e-002,-0.06879508
4887,2.620550000000100e-002,-0.06892097
4888,2.624450000000104e-002,-0.06903028
4889,2.628350000000108e-002,-0.06912518
4890,2.632250000000112e-002,-0.06920755
4891,2.636150000000116e-002,-0.06927931
4892,2.640050000000120e-002,-0.06934154
4893,2.643950000000124e-002,-0.06939554
4894,2.647850000000128e-002,-0.06944251
4895,2.651750000000131e-002,-0.06948316
4896,2.655650000000135e-002,-0.06951869
4897,2.656650000000136e-002,-0.06952691
4898,2.660550000000140e-002,-0.06955659
4899,2.664450000000144e-002,-0.06958222
4900,2.668350000000148e-002,-0.06960475
4901,2.672250000000152e-002,-0.06962419
4902,2.676150000000156e-002,-0.06964099
4903,2.680050000000160e-002,-0.06965566
4904,2.683950000000164e-002,-0.06966829
4905,2.687950000000168e-002,-0.06967962
4906,2.691950000000172e-002,-0.06968939
4907,2.695950000000176e-002,-0.06969786
4908,2.699950000000180e-002,-0.06970525
4909,2.703950000000184e-002,-0.06971157
4910,2.708050000000188e-002,-0.06971717
4911,2.712150000000192e-002,-0.06972194
4912,2.716250000000196e-002,-0.06972623
4913,2.720450000000200e-002,-0.0697298
4914,2.724650000000204e-002,-0.0697329
4915,2.728950000000209e-002,-0.06973577
4916,2.733250000000213e-002,-0.06973803
4917,2.737650000000217e-002,-0.06974006
4918,2.742150000000222e-002,-0.06974196
4919,2.746750000000226e-002,-0.06974339
4920,2.751450000000231e-002,-0.06974483
4921,2.756350000000236e-002,-0.06974602
4922,2.759050000000239e-002,-0.06974649
4923,2.764250000000244e-002,-0.06974745
4924,2.769650000000249e-002,-0.06974828
4925,2.775350000000255e-002,-0.06974888
4926,2.781350000000261e-002,-0.06974947
4927,2.787850000000268e-002,-0.06974995
4928,2.794850000000275e-002,-0.06975031
4929,2.802550000000282e-002,-0.06975079
4930,2.811250000000291e-002,-0.06975102
4931,2.821250000000301e-002,-0.06975114
4932,2.833150000000313e-002,-0.06975138
4933,2.847950000000328e-002,-0.06975138
4934,2.861450000000341e-002,-0.06975138
4935,2.887950000000368e-002,-0.06975138
4936,2.939250000000419e-002,-0.06975126
4937,2.963850000000444e-002,-0.06975126
4938,3.066250000000546e-002,-0.06975091
4939,3.168650000000648e-002,-0.06975079
4940,3.271050000000750e-002,-0.06975067
4941,3.373450000000853e-002,-0.06975067
4942,3.475850000000955e-002,-0.06975055
4943,3.578250000001058e-002,-0.06975055
4944,3.680650000001160e-002,-0.06975055
4945,3.783050000001263e-002,-0.06975055
4946,3.885450000001365e-002,-0.06975055
4947,3.987850000001467e-002,-0.06975055
4948,4.090250000001570e-002,-0.06975055
4949,4.192650000001672e-002,-0.06975055
4950,4.295050000001775e-002,-0.06975055
4951,4.397450000001877e-002,-0.06975055
4952,4.499850000001979e-002,-0.06975055
4953,4.499950000001979e-002,-0.06975055
4954,4.500000000000000e-002,-0.06975055
4955,4.500001000000000e-002,-0.06975281
4956,4.500003000000000e-002,-0.06975722
4957,4.500007000000000e-002,-0.06976616
4958,4.500010000000000e-002,-0.06977284
4959,4.500010800000000e-002,-0.06977463
4960,4.500012400000000e-002,-0.0697782
4961,4.500015600000001e-002,-0.06978536
4962,4.500022000000001e-002,-0.06979978
4963,4.500034800000001e-002,-0.06982851
4964,4.500060400000001e-002,-0.06988645
4965,4.500111600000003e-002,-0.07000411
4966,4.500211600000003e-002,-0.07023072
4967,4.500311600000003e-002,-0.07045186
4968,4.500711600000003e-002,-0.07132852
4969,4.501411600000004e-002,-0.07283264
4970,4.502411600000005e-002,-0.07491726
4971,4.503711600000006e-002,-0.07751855
