time,"V(N008,N005)"
Step Information: R6=50 R5=50  (Run: 1/676),
5.59E-03,-0.0702635
5.59E-03,-0.0702616
5.60E-03,-0.07025981
5.61E-03,-0.07025838
5.62E-03,-0.07025695
5.63E-03,-0.07025588
5.64E-03,-0.0702548
5.65E-03,-0.07025397
5.66E-03,-0.07025313
5.68E-03,-0.07025242
5.69E-03,-0.07025182
5.70E-03,-0.07025123
5.72E-03,-0.07025075
5.73E-03,-0.07025051
5.75E-03,-0.07025015
5.77E-03,-0.07024992
5.80E-03,-0.07024968
5.83E-03,-0.07024956
5.87E-03,-0.07024944
5.94E-03,-0.07024932
6.08E-03,-0.0702492
6.11E-03,-0.0702492
7.13E-03,-0.07024884
8.15E-03,-0.0702486
9.18E-03,-0.07024848
1.02E-02,-0.07024837
1.12E-02,-0.07024837
1.23E-02,-0.07024837
1.33E-02,-0.07024825
1.43E-02,-0.07024825
1.53E-02,-0.07024825
1.63E-02,-0.07024825
1.74E-02,-0.07024825
1.84E-02,-0.07024825
1.94E-02,-0.07024825
2.04E-02,-0.07024825
2.15E-02,-0.07024825
2.25E-02,-0.07024825
2.35E-02,-0.07024825
2.45E-02,-0.07024825
2.50E-02,-0.07024825
2.50E-02,-0.07022727
2.50E-02,-0.0701853
2.50E-02,-0.07003856
2.50E-02,-0.06992137
2.50E-02,-0.06951869
2.50E-02,-0.06898141
2.50E-02,-0.06795061
2.50E-02,-0.06694722
2.50E-02,-0.06499052
2.50E-02,-0.06309819
2.50E-02,-0.06037652
2.50E-02,-0.05778861
2.50E-02,-0.05453479
2.50E-02,-0.05076313
2.50E-02,-0.04663581
2.50E-02,-0.04231757
2.50E-02,-0.03796512
2.51E-02,-0.03460732
2.51E-02,-0.03243884
2.51E-02,-0.0308302
2.51E-02,-0.03006536
2.51E-02,-0.02969244
2.51E-02,-0.02896507
2.51E-02,-0.0275813
2.51E-02,-0.02597684
2.51E-02,-0.02537166
2.51E-02,-0.02450097
2.51E-02,-0.02367282
2.51E-02,-0.02314332
2.51E-02,-0.02238148
2.51E-02,-0.02031176
2.51E-02,-0.01715529
2.51E-02,-0.01489663
2.51E-02,-0.01335496
2.52E-02,-0.01253551
2.52E-02,-0.01220834
2.52E-02,-0.01168466
2.52E-02,-0.01068914
2.52E-02,-0.00968647
2.52E-02,-0.009787679
2.52E-02,-0.009990692
2.52E-02,-0.0168339
2.52E-02,-0.02350605
2.52E-02,-0.02933693
2.52E-02,-0.03443265
2.52E-02,-0.03888571
2.52E-02,-0.0427773
2.53E-02,-0.04617822
2.53E-02,-0.04915035
2.53E-02,-0.05174768
2.53E-02,-0.05401754
2.53E-02,-0.05600119
2.53E-02,-0.05773485
2.53E-02,-0.05924976
2.53E-02,-0.0605737
2.53E-02,-0.06173062
2.53E-02,-0.06274188
2.53E-02,-0.06362545
2.53E-02,-0.06439769
2.54E-02,-0.06507254
2.54E-02,-0.06566238
2.54E-02,-0.06617773
2.54E-02,-0.0666281
2.54E-02,-0.06702173
2.54E-02,-0.06736577
2.54E-02,-0.06766629
2.54E-02,-0.06792903
2.54E-02,-0.06815863
2.54E-02,-0.06835926
2.54E-02,-0.06853461
2.54E-02,-0.0686878
2.54E-02,-0.06882167
2.55E-02,-0.06893873
2.55E-02,-0.06904113
2.55E-02,-0.06913054
2.55E-02,-0.06920862
2.55E-02,-0.06927681
2.55E-02,-0.06933641
2.55E-02,-0.06938863
2.55E-02,-0.06943429
2.55E-02,-0.06947398
2.55E-02,-0.06950891
2.55E-02,-0.06953931
2.55E-02,-0.06956589
2.56E-02,-0.06958628
2.56E-02,-0.06960702
2.56E-02,-0.06962502
2.56E-02,-0.06964076
2.56E-02,-0.06965458
2.56E-02,-0.0696665
2.56E-02,-0.06967711
2.56E-02,-0.06968629
2.56E-02,-0.06969428
2.56E-02,-0.06970143
2.56E-02,-0.06970751
2.56E-02,-0.06971288
2.56E-02,-0.06971753
2.57E-02,-0.0697217
2.57E-02,-0.06972575
2.57E-02,-0.06972909
2.57E-02,-0.06973207
2.57E-02,-0.06973457
2.57E-02,-0.06973672
2.57E-02,-0.06973875
2.57E-02,-0.0697403
2.57E-02,-0.06974185
2.57E-02,-0.06974316
2.57E-02,-0.06974423
2.58E-02,-0.06974518
2.58E-02,-0.06974614
2.58E-02,-0.06974685
2.58E-02,-0.06974745
2.58E-02,-0.06974804
2.58E-02,-0.06974852
2.58E-02,-0.06974888
2.59E-02,-0.06974924
2.59E-02,-0.06974959
2.59E-02,-0.06974971
2.59E-02,-0.06975007
2.60E-02,-0.06975019
2.60E-02,-0.06975031
2.61E-02,-0.06975031
2.64E-02,-0.06975067
2.66E-02,-0.06975079
2.76E-02,-0.06975126
2.86E-02,-0.06975162
2.96E-02,-0.06975186
3.07E-02,-0.06975198
3.17E-02,-0.0697521
3.27E-02,-0.06975222
3.37E-02,-0.06975222
3.48E-02,-0.06975222
3.58E-02,-0.06975222
3.68E-02,-0.06975222
3.78E-02,-0.06975222
3.89E-02,-0.06975222
3.99E-02,-0.06975234
4.09E-02,-0.06975234
4.19E-02,-0.06975234
4.30E-02,-0.06975234
4.40E-02,-0.06975234
4.50E-02,-0.06975234
4.50E-02,-0.06976271
4.50E-02,-0.06978369
4.50E-02,-0.06985712
4.50E-02,-0.06988227
4.50E-02,-0.06998301
4.50E-02,-0.07011735
4.50E-02,-0.07038629
4.50E-02,-0.0709244
4.50E-02,-0.07195675
4.50E-02,-0.07296157
4.50E-02,-0.07492161
4.50E-02,-0.07681668
4.50E-02,-0.07954258
4.50E-02,-0.08213443
4.50E-02,-0.08539337
4.50E-02,-0.08917081
4.50E-02,-0.09330451
4.50E-02,-0.09762943
4.50E-02,-0.1019886
4.51E-02,-0.1053516
4.51E-02,-0.1075234
4.51E-02,-0.1091345
4.51E-02,-0.1099006
4.51E-02,-0.110274
4.51E-02,-0.1110025
4.51E-02,-0.1123884
4.51E-02,-0.1136846
4.51E-02,-0.114301
4.51E-02,-0.114897
4.51E-02,-0.1154735
4.51E-02,-0.1163029
4.51E-02,-0.1168332
4.51E-02,-0.1187861
4.51E-02,-0.1206665
4.51E-02,-0.1205811
4.51E-02,-0.1204098
4.51E-02,-0.1138917
4.51E-02,-0.1083576
4.51E-02,-0.1035213
4.51E-02,-0.09929484
4.51E-02,-0.09560129
4.51E-02,-0.09237343
4.52E-02,-0.08955258
4.52E-02,-0.08708741
4.52E-02,-0.08493306
4.52E-02,-0.08305035
4.52E-02,-0.08140503
4.52E-02,-0.07996718
4.52E-02,-0.07871061
4.52E-02,-0.07761249
4.52E-02,-0.07665282
4.52E-02,-0.07581417
4.52E-02,-0.07508125
4.52E-02,-0.07444075
4.53E-02,-0.07388101
4.53E-02,-0.07339184
4.53E-02,-0.07296435
4.53E-02,-0.07259077
4.53E-02,-0.07226429
4.53E-02,-0.07197897
4.53E-02,-0.07172963
4.53E-02,-0.07151172
4.53E-02,-0.0713213
4.53E-02,-0.07115488
4.53E-02,-0.07100944
4.53E-02,-0.07088234
4.53E-02,-0.07077127
4.54E-02,-0.0706742
4.54E-02,-0.07058938
4.54E-02,-0.07051524
4.54E-02,-0.07045046
4.54E-02,-0.07039384
4.54E-02,-0.07034436
4.54E-02,-0.07030111
4.54E-02,-0.07026332
4.54E-02,-0.0702303
4.54E-02,-0.07020144
4.54E-02,-0.07017621
4.54E-02,-0.07015417
4.55E-02,-0.07013491
4.55E-02,-0.07011807
4.55E-02,-0.07010336
4.55E-02,-0.0700905
4.55E-02,-0.07007927
4.55E-02,-0.07006944
4.55E-02,-0.07006086
4.55E-02,-0.07005336
4.55E-02,-0.0700468
4.55E-02,-0.07004107
4.55E-02,-0.07003606
4.55E-02,-0.07003168
4.55E-02,-0.07002742
4.56E-02,-0.07002375
4.56E-02,-0.07002059
4.56E-02,-0.07001788
4.56E-02,-0.07001556
4.56E-02,-0.07001356
4.56E-02,-0.07001183
4.56E-02,-0.07001036
4.56E-02,-0.07000895
4.56E-02,-0.07000777
4.56E-02,-0.07000677
4.57E-02,-0.07000584
4.57E-02,-0.07000507
4.57E-02,-0.07000438
4.57E-02,-0.07000378
4.57E-02,-0.07000325
4.57E-02,-0.07000281
4.57E-02,-0.07000244
4.58E-02,-0.07000213
4.58E-02,-0.07000187
4.58E-02,-0.07000165
4.58E-02,-0.07000148
4.59E-02,-0.07000135
4.59E-02,-0.07000125
4.60E-02,-0.07000119
4.70E-02,-0.07000086
4.81E-02,-0.07000066
4.91E-02,-0.07000052
5.00E-02,-0.07000044
5.00E-02,-0.07000044
Step Information: R6=286 R5=50  (Run: 3/676),
0.00E+00,-0.07
1.01E-03,-0.07000007
2.03E-03,-0.07000014
3.05E-03,-0.07000018
4.08E-03,-0.07000018
5.00E-03,-0.07000018
5.00E-03,-0.07000156
5.00E-03,-0.0700108
5.00E-03,-0.07007032
5.00E-03,-0.0704652
5.00E-03,-0.07086425
5.00E-03,-0.07156204
5.00E-03,-0.07224291
5.00E-03,-0.07291618
5.01E-03,-0.07358192
5.01E-03,-0.07424024
5.01E-03,-0.07489119
5.01E-03,-0.07553487
5.01E-03,-0.07617137
5.01E-03,-0.07680076
5.01E-03,-0.0774231
5.01E-03,-0.07803851
5.01E-03,-0.07864705
5.01E-03,-0.07924882
5.02E-03,-0.07984382
5.02E-03,-0.08043218
5.02E-03,-0.08158928
5.02E-03,-0.08272073
5.02E-03,-0.08382702
5.02E-03,-0.08490881
5.03E-03,-0.08648652
5.03E-03,-0.08801204
5.03E-03,-0.08948708
5.04E-03,-0.09137815
5.04E-03,-0.09318626
5.05E-03,-0.09533525
5.05E-03,-0.09776008
5.06E-03,-0.1000273
5.07E-03,-0.1024867
5.07E-03,-0.1053785
5.08E-03,-0.108268
5.09E-03,-0.1085396
5.10E-03,-0.1118076
5.10E-03,-0.1122119
5.10E-03,-0.1121646
5.10E-03,-0.1118777
5.11E-03,-0.107096
5.12E-03,-0.1024327
5.14E-03,-0.09835958
5.15E-03,-0.09480202
5.16E-03,-0.09169471
5.17E-03,-0.08898056
5.18E-03,-0.08660996
5.20E-03,-0.08453941
5.21E-03,-0.08273089
5.22E-03,-0.08115125
5.23E-03,-0.0797714
5.24E-03,-0.07856631
5.26E-03,-0.07751381
5.27E-03,-0.07659447
5.28E-03,-0.07579136
5.29E-03,-0.07508981
5.30E-03,-0.0744772
5.32E-03,-0.07394207
5.33E-03,-0.07347476
5.34E-03,-0.07306647
5.35E-03,-0.07271004
5.36E-03,-0.07239854
5.38E-03,-0.07212651
5.39E-03,-0.0718888
5.40E-03,-0.07168138
5.41E-03,-0.07150006
5.42E-03,-0.07134175
5.44E-03,-0.07120347
5.45E-03,-0.07108259
5.46E-03,-0.07097709
5.47E-03,-0.07088506
5.48E-03,-0.07080448
5.50E-03,-0.07073426
5.51E-03,-0.07067275
5.52E-03,-0.07061923
5.53E-03,-0.07057226
5.54E-03,-0.07053137
5.56E-03,-0.07049572
5.57E-03,-0.07046437
5.58E-03,-0.07043719
5.59E-03,-0.07041335
5.60E-03,-0.07039261
5.62E-03,-0.07037449
5.63E-03,-0.07035851
5.64E-03,-0.07034469
5.65E-03,-0.07033253
5.66E-03,-0.07032192
5.68E-03,-0.07031262
5.69E-03,-0.07030475
5.70E-03,-0.07029712
5.71E-03,-0.07029057
5.73E-03,-0.07028484
5.74E-03,-0.07027996
5.75E-03,-0.07027578
5.77E-03,-0.07027197
5.78E-03,-0.07026887
5.79E-03,-0.07026613
5.81E-03,-0.07026362
5.82E-03,-0.07026148
5.83E-03,-0.07025957
5.85E-03,-0.07025814
5.86E-03,-0.07025671
5.88E-03,-0.0702554
5.89E-03,-0.07025433
5.91E-03,-0.07025337
5.93E-03,-0.07025266
5.94E-03,-0.07025194
5.96E-03,-0.07025135
5.98E-03,-0.07025087
6.01E-03,-0.07025039
6.03E-03,-0.07025003
6.06E-03,-0.07024968
6.09E-03,-0.07024944
6.11E-03,-0.07024932
6.15E-03,-0.07024908
6.20E-03,-0.07024896
6.28E-03,-0.07024872
6.40E-03,-0.07024884
7.03E-03,-0.07024848
7.13E-03,-0.07024848
8.15E-03,-0.07024837
9.18E-03,-0.07024825
1.02E-02,-0.07024813
1.12E-02,-0.07024813
1.23E-02,-0.07024801
1.33E-02,-0.07024801
1.43E-02,-0.07024801
1.53E-02,-0.07024801
1.63E-02,-0.07024801
1.74E-02,-0.07024801
1.84E-02,-0.07024801
1.94E-02,-0.07024801
2.04E-02,-0.07024801
2.15E-02,-0.07024801
2.25E-02,-0.07024801
2.35E-02,-0.07024801
2.45E-02,-0.07024801
2.50E-02,-0.07024801
2.50E-02,-0.07023394
2.50E-02,-0.07014978
2.50E-02,-0.0701077
2.50E-02,-0.06993914
2.50E-02,-0.06975842
2.50E-02,-0.06939471
2.50E-02,-0.06869578
2.50E-02,-0.06734145
2.50E-02,-0.06536603
2.50E-02,-0.06283379
2.50E-02,-0.05982429
2.50E-02,-0.05642885
2.50E-02,-0.05274606
2.50E-02,-0.04887646
2.50E-02,-0.04533905
2.51E-02,-0.04288656
2.51E-02,-0.04134077
2.51E-02,-0.04059349
2.51E-02,-0.04022609
2.51E-02,-0.03914821
2.51E-02,-0.03776623
2.51E-02,-0.03709809
2.51E-02,-0.03644476
2.51E-02,-0.03580587
2.51E-02,-0.03518112
2.51E-02,-0.03397278
2.51E-02,-0.03171231
2.51E-02,-0.02844381
2.51E-02,-0.02463359
2.51E-02,-0.02167243
