,A,B
3292,Step Information: X=750  (Run: 8/11),
3293,0.000000000000000e+000,-0.07
3294,9.999999960041972e-012,-0.07
3295,1.999999992008394e-011,-0.07
3296,3.999999984016789e-011,-0.07
3297,4.499999982018887e-011,-0.07
3298,5.499999978023085e-011,-0.07
3299,7.499999970031479e-011,-0.07
3300,7.999999968033578e-011,-0.07
3301,8.999999964037775e-011,-0.07
3302,1.099999995604617e-010,-0.07
3303,1.499999994006296e-010,-0.07
3304,1.599999993606716e-010,-0.07
3305,1.799999992807555e-010,-0.07
3306,2.199999991209234e-010,-0.07
3307,2.999999988012592e-010,-0.07
3308,4.599999981619307e-010,-0.07
3309,7.799999968832738e-010,-0.07
3310,1.419999994325960e-009,-0.07
3311,2.699999989211332e-009,-0.07
3312,5.259999978982077e-009,-0.07
3313,1.037999995852357e-008,-0.07
3314,2.061999991760655e-008,-0.07
3315,4.109999983577251e-008,-0.07
3316,8.205999967210442e-008,-0.07
3317,1.639799993447683e-007,-0.07
3318,3.278199986900959e-007,-0.07
3319,6.554999973807513e-007,-0.07
3320,1.310859994762062e-006,-0.07
3321,2.310859994762062e-006,-0.07
3322,2.031085999476207e-005,-0.07
3323,7.303108599947733e-004,-0.07000008
3324,9.963108599947777e-004,-0.07000010000000001
3325,1.837310859994707e-003,-0.07000013
3326,2.020310859994706e-003,-0.07000013
3327,3.044310859994842e-003,-0.07000017
3328,4.068310859994978e-003,-0.07000021
3329,4.998310859995101e-003,-0.07000025
3330,4.999310859995101e-003,-0.07000025
3331,5.000000000000000e-003,-0.07000025
3332,5.000004585916818e-003,-0.07000164
3333,5.000013757750455e-003,-0.07000442
3334,5.000022376522760e-003,-0.07000705
3335,5.000030207249363e-003,-0.07000944
3336,5.000045868702570e-003,-0.07001422
3337,5.000077191608983e-003,-0.07002377
3338,5.000100000000000e-003,-0.07003071
3339,5.000102982692913e-003,-0.07003162
3340,5.000108948078738e-003,-0.07003344
3341,5.000120878850388e-003,-0.07003708
3342,5.000144740393687e-003,-0.07004435
3343,5.000192463480287e-003,-0.07005893
3344,5.000287909653486e-003,-0.07008817
3345,5.000478801999884e-003,-0.07014695
3346,5.000860586692680e-003,-0.07026572
3347,5.001624156078272e-003,-0.07050301
3348,5.002624156078273e-003,-0.07080766
3349,5.003624156078273e-003,-0.07110787
3350,5.004624156078273e-003,-0.07140662
3351,5.005624156078273e-003,-0.07170391
3352,5.006624156078273e-003,-0.07199974
3353,5.007624156078273e-003,-0.07229416
3354,5.008624156078273e-003,-0.07258713
3355,5.009624156078273e-003,-0.07287869
3356,5.010624156078274e-003,-0.07316881
3357,5.011624156078274e-003,-0.07345754
3358,5.012624156078274e-003,-0.07374486
3359,5.013624156078274e-003,-0.07403076
3360,5.014624156078274e-003,-0.07431531
3361,5.015624156078274e-003,-0.07459846
3362,5.017624156078275e-003,-0.07516059
3363,5.019624156078275e-003,-0.07571733
3364,5.021624156078275e-003,-0.07626861
3365,5.023624156078275e-003,-0.07681459
3366,5.026624156078276e-003,-0.07762361
3367,5.029624156078276e-003,-0.07842094
3368,5.032624156078277e-003,-0.07920659
3369,5.035624156078277e-003,-0.07998097
3370,5.039624156078277e-003,-0.08099592
3371,5.043624156078278e-003,-0.08199137
3372,5.048624156078279e-003,-0.08320868
3373,5.053624156078279e-003,-0.08439672
3374,5.059624156078280e-003,-0.08578467
3375,5.066624156078281e-003,-0.08735371
3376,5.074624156078282e-003,-0.0890826
3377,5.077624156078282e-003,-0.08971369
3378,5.086624156078284e-003,-0.09155309
3379,5.096624156078285e-003,-0.09350467
3380,5.099624156078285e-003,-0.09406686
3381,5.100000000000000e-003,-0.09413481
3382,5.100100000000001e-003,-0.09412289
3383,5.100300000000000e-003,-0.09409904
3384,5.100700000000001e-003,-0.09405112
3385,5.101500000000000e-003,-0.09395528
3386,5.102500000000000e-003,-0.09383774
3387,5.103500000000000e-003,-0.09372211
3388,5.119500000000003e-003,-0.09194589
3389,5.138500000000005e-003,-0.09001017
3390,5.160500000000008e-003,-0.08798349
3391,5.186500000000011e-003,-0.08585465
3392,5.214500000000015e-003,-0.08384681
3393,5.242500000000019e-003,-0.08209741
3394,5.270500000000023e-003,-0.08057284
3395,5.298500000000026e-003,-0.07924461
3396,5.326500000000030e-003,-0.07808709
3397,5.354500000000034e-003,-0.07707846
3398,5.382500000000037e-003,-0.07619965
3399,5.410500000000041e-003,-0.07543397
3400,5.438500000000045e-003,-0.07476664
3401,5.466500000000049e-003,-0.07418525
3402,5.494500000000052e-003,-0.07367861
3403,5.522500000000056e-003,-0.07323718
3404,5.550500000000060e-003,-0.07285249
3405,5.578500000000063e-003,-0.0725174
3406,5.606500000000067e-003,-0.07222521
3407,5.634500000000071e-003,-0.0719707
3408,5.662500000000075e-003,-0.07174897
3409,5.690500000000078e-003,-0.07155585
3410,5.718500000000082e-003,-0.07138741
3411,5.746500000000086e-003,-0.07124066
3412,5.774500000000090e-003,-0.07111287
3413,5.802500000000093e-003,-0.07100141
3414,5.830500000000097e-003,-0.07090425
3415,5.858500000000101e-003,-0.07081974
3416,5.886500000000104e-003,-0.07074594
3417,5.914500000000108e-003,-0.07068169
3418,5.942500000000112e-003,-0.07062566
3419,5.970500000000116e-003,-0.07057703
3420,5.998500000000119e-003,-0.07053447
3421,6.026500000000123e-003,-0.07049751
3422,6.054500000000127e-003,-0.07046521
3423,6.083500000000131e-003,-0.07043612
3424,6.098500000000133e-003,-0.07042265
3425,6.127500000000136e-003,-0.07039928
3426,6.156500000000140e-003,-0.0703789
3427,6.185500000000144e-003,-0.07036126
3428,6.214500000000148e-003,-0.07034612
3429,6.243500000000152e-003,-0.07033277
3430,6.272500000000156e-003,-0.0703212
3431,6.301500000000159e-003,-0.07031131
3432,6.330500000000163e-003,-0.07030272
3433,6.359500000000167e-003,-0.07029521
3434,6.388500000000171e-003,-0.07028866
3435,6.418500000000175e-003,-0.07028294
3436,6.448500000000179e-003,-0.07027781
3437,6.478500000000183e-003,-0.07027352
3438,6.508500000000187e-003,-0.0702697
3439,6.539500000000191e-003,-0.07026637
3440,6.570500000000195e-003,-0.07026362
3441,6.602500000000199e-003,-0.070261
3442,6.634500000000204e-003,-0.07025886
3443,6.667500000000208e-003,-0.07025695
3444,6.701500000000213e-003,-0.07025516
3445,6.735500000000217e-003,-0.07025385
3446,6.770500000000222e-003,-0.07025266
3447,6.807500000000227e-003,-0.07025146
3448,6.845500000000232e-003,-0.07025051
3449,6.885500000000237e-003,-0.07024968
3450,6.927500000000243e-003,-0.07024908
3451,6.972500000000249e-003,-0.07024837
3452,7.020500000000255e-003,-0.07024777
3453,7.072500000000262e-003,-0.07024741
3454,7.122500000000268e-003,-0.07024705
3455,7.186500000000277e-003,-0.0702467
3456,7.260500000000287e-003,-0.07024634
3457,7.348500000000298e-003,-0.0702461
3458,7.458500000000313e-003,-0.07024586
3459,7.606500000000333e-003,-0.07024574
3460,7.837500000000341e-003,-0.0702455
3461,8.146500000000114e-003,-0.07024539
3462,9.170499999999362e-003,-0.07024503
3463,1.019449999999861e-002,-0.07024479
3464,1.121849999999786e-002,-0.07024467
3465,1.224249999999711e-002,-0.07024455
3466,1.326649999999635e-002,-0.07024455
3467,1.429049999999560e-002,-0.07024443
3468,1.531449999999485e-002,-0.07024443
3469,1.633849999999533e-002,-0.07024443
3470,1.736249999999636e-002,-0.07024443
3471,1.838649999999738e-002,-0.07024443
3472,1.941049999999841e-002,-0.07024443
3473,2.043449999999943e-002,-0.07024443
3474,2.145850000000045e-002,-0.07024443
3475,2.248250000000148e-002,-0.07024443
3476,2.350650000000250e-002,-0.07024443
3477,2.453050000000353e-002,-0.07024443
3478,2.499850000000399e-002,-0.07024443
3479,2.499950000000399e-002,-0.07024443
3480,2.500000000000000e-002,-0.07024443
3481,2.500002000000000e-002,-0.07023823
3482,2.500006000000000e-002,-0.07022607
3483,2.500014000000000e-002,-0.07020164
3484,2.500020000000000e-002,-0.07018339999999999
3485,2.500021600000000e-002,-0.07017863
3486,2.500024800000000e-002,-0.07016873
3487,2.500031200000000e-002,-0.07014930000000001
3488,2.500044000000000e-002,-0.07010996
3489,2.500069600000000e-002,-0.07003093
3490,2.500120799999999e-002,-0.06987083
3491,2.500220800000000e-002,-0.06956232
3492,2.500320800000000e-002,-0.06926155
3493,2.500720800000000e-002,-0.06807292
3494,2.501320800000001e-002,-0.0663327
3495,2.502120800000001e-002,-0.06409025
3496,2.503120800000002e-002,-0.06140745
3497,2.504220800000004e-002,-0.058603499999999996
3498,2.505020800000004e-002,-0.05665651
3499,2.505320800000005e-002,-0.05594572
3500,2.505520800000005e-002,-0.055477599999999995
3501,2.505720800000005e-002,-0.055014
3502,2.505920800000005e-002,-0.054554899999999996
3503,2.506120800000005e-002,-0.05410024
3504,2.506520800000006e-002,-0.05320408
3505,2.507420800000007e-002,-0.05125034
3506,2.508920800000008e-002,-0.04817814
3507,2.511020800000010e-002,-0.04423618
3508,2.513220800000013e-002,-0.04051542
3509,2.515420800000015e-002,-0.03717053
3510,2.517520800000017e-002,-0.03429294
3511,2.519420800000019e-002,-0.03192902
3512,2.519820800000019e-002,-0.03145838
3513,2.519920800000019e-002,-0.03134322
3514,2.520000000000000e-002,-0.03125525
3515,2.520010000000000e-002,-0.03127432
3516,2.520030000000000e-002,-0.0313127
3517,2.520070000000000e-002,-0.03138995
3518,2.520150000000000e-002,-0.03154445
3519,2.520250000000000e-002,-0.03173351
3520,2.520350000000000e-002,-0.03192019
3521,2.521550000000001e-002,-0.03408813
3522,2.522550000000002e-002,-0.03579926
3523,2.523350000000003e-002,-0.03710914
3524,2.524050000000004e-002,-0.03821373
3525,2.524550000000004e-002,-0.03897977
3526,2.524850000000005e-002,-0.03943038
3527,2.525050000000005e-002,-0.03972721
3528,2.525450000000005e-002,-0.04031229
3529,2.526050000000006e-002,-0.04116797
3530,2.526850000000007e-002,-0.04227066
3531,2.527850000000008e-002,-0.04358959
3532,2.529050000000009e-002,-0.04508877
3533,2.530550000000010e-002,-0.04684269
3534,2.532250000000012e-002,-0.04867995
3535,2.534250000000014e-002,-0.05065382
3536,2.536550000000016e-002,-0.05269611
3537,2.539250000000019e-002,-0.05481684
3538,2.542050000000022e-002,-0.0567379
3539,2.544850000000025e-002,-0.05841196
3540,2.547650000000027e-002,-0.0598706
3541,2.550450000000030e-002,-0.06114173
3542,2.553250000000033e-002,-0.06224918
3543,2.554250000000034e-002,-0.06260908
3544,2.557050000000037e-002,-0.06352782
3545,2.559850000000040e-002,-0.06432843
3546,2.562650000000042e-002,-0.06502604
3547,2.565450000000045e-002,-0.06563389
3548,2.568250000000048e-002,-0.06616342
3549,2.571050000000051e-002,-0.066625
3550,2.573850000000054e-002,-0.06702709
3551,2.576650000000056e-002,-0.06737757
3552,2.579450000000059e-002,-0.06768298
3553,2.582250000000062e-002,-0.06794894
3554,2.585050000000065e-002,-0.06818092
3555,2.587850000000068e-002,-0.06838286
3556,2.590650000000070e-002,-0.06855893
3557,2.593450000000073e-002,-0.06871235
