time,"V(N008,N005)","V(N009,N004)",V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),V(nc_01),V(nc_02),V(nc_03),V(nc_04),V(nc_05),V(nc_06),I(C1),I(C2),I(C3),I(C4),I(R1),I(R2),I(R3),I(R4),I(R5),I(R6),I(R7),I(R8),I(V1),I(V2),I(V3),I(V5),I(V6),I(V7)
0.0,-0.07,-0.07,0.0,-2.1000000000000002e-20,-2.1000000000000002e-20,-2.1021e-20,-2.1021e-20,-2.102098e-20,-2.102098e-20,-0.07,-0.07,0.0,0.0,-0.07,0.0,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,1.0499999999999998e-38,1.0499999999999998e-38,-4.168962999999999e-35,-4.168962999999999e-35,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,-1.2611689999999998e-43,-1.2611689999999998e-43,0.0,0.0,0.0,-4.199999999999999e-25
0.001006310719994777,-0.07000009,-0.07000009,0.0,-1.391927e-12,-1.391927e-12,-1.4034709999999998e-12,-1.4034709999999998e-12,-9.235272e-08,-9.235272e-08,-0.07000009,-0.07000009,0.0,0.0,-0.07,0.0,0.0,0.0,2.646978e-23,2.646978e-23,2.030398e-16,2.030398e-16,2.3087830000000003e-16,2.3087830000000003e-16,0.0,-2.5243549999999998e-30,2.308784e-16,2.308784e-16,2.783854e-17,2.783854e-17,-1.684165e-17,-1.684165e-17,0.0,0.0,0.0,-2.308784e-16
0.002030310719994708,-0.07000009,-0.07000009,0.0,-1.7993509999999998e-12,-1.7993509999999998e-12,-1.810895e-12,-1.810895e-12,-9.235313e-08,-9.235313e-08,-0.07000009,-0.07000009,0.0,0.0,-0.07,0.0,0.0,0.0,-1.0587909999999999e-22,-1.0587909999999999e-22,1.948912e-16,1.948912e-16,2.3087830000000003e-16,2.3087830000000003e-16,0.0,-2.5243549999999998e-30,2.308782e-16,2.308782e-16,3.598703e-17,3.598703e-17,2.003139e-16,2.003139e-16,0.0,0.0,0.0,-2.308782e-16
0.0030543107199948443,-0.07000009,-0.07000009,0.0,-2.190425e-12,-2.190425e-12,-2.201969e-12,-2.201969e-12,-9.235352e-08,-9.235352e-08,-0.07000009,-0.07000009,0.0,0.0,-0.07,0.0,0.0,0.0,-5.293956e-23,-5.293956e-23,1.8706979999999999e-16,1.8706979999999999e-16,2.3087830000000003e-16,2.3087830000000003e-16,0.0,0.0,2.3087830000000003e-16,2.3087830000000003e-16,4.380849e-17,4.380849e-17,6.397102e-16,6.397102e-16,0.0,0.0,0.0,-2.3087830000000003e-16
0.0040783107199949785,-0.07000009,-0.07000009,0.0,-2.565803e-12,-2.565803e-12,-2.577347e-12,-2.577347e-12,-9.235388999999999e-08,-9.235388999999999e-08,-0.07000009,-0.07000009,0.0,0.0,-0.07,0.0,0.0,0.0,-5.293956e-23,-5.293956e-23,1.795622e-16,1.795622e-16,2.3087830000000003e-16,2.3087830000000003e-16,0.0,0.0,2.3087830000000003e-16,2.3087830000000003e-16,5.131607e-17,5.131607e-17,4.13161e-16,4.13161e-16,0.0,0.0,0.0,-2.3087830000000003e-16
0.005,-0.07000009,-0.07000009,0.0,-2.890491e-12,-2.890491e-12,-2.8818e-12,-2.8818e-12,-9.233034e-08,-9.233034e-08,-0.07000009,-0.07000009,0.0,0.0,-0.07,0.0,0.0,0.0,-4.0463889999999996e-16,-4.0463889999999996e-16,-2.3162990000000005e-16,-2.3162990000000005e-16,2.3081860000000003e-16,2.3081860000000003e-16,0.0,-8.077935999999999e-29,-1.738201e-16,-1.738201e-16,5.780981e-17,5.780981e-17,-5.017060999999999e-17,-5.017060999999999e-17,0.0,0.0,0.0,1.738201e-16
0.005000001399230875,-0.07000294,-0.06999725,-3.498077e-05,-3.497968e-05,-1.096213e-09,-2.033707e-05,-1.464371e-05,-1.758278e-05,-1.758266e-05,-0.07001758,-0.07001758,-3.498077e-05,0.0,-0.07,0.0,-0.005037231,0.0,-8.183958e-09,8.183958e-09,-2.928522e-07,2.928522e-07,-6.8857849999999995e-15,7.347421999999999e-15,8.183966e-09,2.846682e-07,-2.928522e-07,2.928522e-07,-2.180864e-14,2.192425e-14,7.623211e-15,-7.227881999999999e-15,0.0,0.0,0.0,2.928522e-07
0.005000004197692626,-0.07000873,-0.06999145,-0.00010494229999999999,-0.0001049375,-4.865598e-09,-6.111139e-05,-4.3830929999999996e-05,-5.2563549999999996e-05,-5.2563419999999994e-05,-0.07005256,-0.07005256,-0.00010494229999999999,0.0,-0.07,0.0,-0.01511169,0.0,-1.249864e-08,1.249864e-08,-8.765213e-07,8.765213e-07,-2.136959e-14,2.183123e-14,1.2498659999999999e-08,8.640227e-07,-8.765214e-07,8.765214e-07,-9.719634e-14,9.731196e-14,2.256667e-14,-2.218873e-14,0.0,0.0,0.0,8.765214e-07
0.0050001,-0.07020798,-0.06979221,-0.0025,-0.002497918,-2.081697e-06,-0.001457884,-0.001042116,-0.001250092,-0.001250092,-0.0712501,-0.0712501,-0.0025,0.0,-0.07,0.0,-0.36,0.0,-1.229693e-08,1.229693e-08,-2.0800650000000002e-05,2.0800650000000002e-05,-5.194787999999999e-13,5.199404e-13,1.2297439999999999e-08,2.078839e-05,-2.0800689999999998e-05,2.0800689999999998e-05,-4.1633820000000004e-11,4.163394e-11,5.192167e-13,-5.184463e-13,0.0,0.0,0.0,2.0800689999999998e-05
0.005000415523921692,-0.0708575,-0.06914269,-0.0103881,-0.01033907,-4.902912e-05,-0.00605145,-0.004336648,-0.005194140999999999,-0.005194140999999999,-0.07519414,-0.07519414,-0.0103881,0.0,-0.07,0.0,-0.36,0.0,-1.2269110000000001e-08,1.2269110000000001e-08,-8.57514e-05,8.57514e-05,-2.143272e-12,2.1437330000000003e-12,1.227125e-08,8.574011000000001e-05,-8.575236999999999e-05,8.575236999999999e-05,-9.805826e-10,9.805826e-10,2.143473e-12,-2.1431150000000002e-12,0.0,0.0,0.0,8.575236999999999e-05
0.005000731047843384,-0.07150029,-0.0684999,-0.0182762,-0.01813989,-0.0001363027,-0.0106383,-0.007637901,-0.00913819,-0.00913819,-0.07913819,-0.07913819,-0.0182762,0.0,-0.07,0.0,-0.36,0.0,-1.22163e-08,1.22163e-08,-0.0001500292,0.0001500292,-3.750263e-12,3.7507239999999995e-12,1.222005e-08,0.00015001969999999998,-0.000150032,0.000150032,-2.726053e-09,2.726053e-09,3.750805e-12,-3.750778e-12,0.0,0.0,0.0,0.000150032
0.005001046571765076,-0.07213636,-0.06786382,-0.02616429,-0.02590039,-0.0002639023,-0.01521842,-0.01094587,-0.01308224,-0.01308224,-0.08308224,-0.08308224,-0.02616429,0.0,-0.07,0.0,-0.36,0.0,-1.2138500000000001e-08,1.2138500000000001e-08,-0.0002136342,0.0002136342,-5.3404510000000005e-12,5.340913e-12,1.214384e-08,0.0002136273,-0.00021363939999999998,0.00021363939999999998,-5.278046e-09,5.278046e-09,5.341212e-12,-5.341433999999999e-12,0.0,0.0,0.0,0.00021363939999999998
0.005001362095686768,-0.07276572,-0.06723446,-0.03405239,-0.03362056,-0.00043182800000000004,-0.01979182,-0.01426057,-0.01702629,-0.01702629,-0.08702629,-0.08702629,-0.03405239,0.0,-0.07,0.0,-0.36,0.0,-1.20357e-08,1.20357e-08,-0.00027656619999999997,0.00027656619999999997,-6.913838000000001e-12,6.9143e-12,1.2042620000000002e-08,0.0002765628,-0.0002765748,0.0002765748,-8.636560999999999e-09,8.636560999999999e-09,6.9146940000000006e-12,-6.9150839999999995e-12,0.0,0.0,0.0,0.0002765748
0.00500167761960846,-0.07338835,-0.06661183,-0.04194049,-0.04130041,-0.0006400799,-0.02435851,-0.01758198,-0.02097034,-0.02097034,-0.09097034,-0.09097034,-0.04194049,0.0,-0.07,0.0,-0.36,0.0,-1.190792e-08,1.190792e-08,-0.0003388253,0.0003388253,-8.470423e-12,8.470885000000001e-12,1.191639e-08,0.00033882620000000004,-0.0003388381,0.0003388381,-1.28016e-08,1.28016e-08,8.471251e-12,-8.471728e-12,0.0,0.0,0.0,0.0003388381
