,A,B
3740,Step Information: X=850  (Run: 9/11),
3741,0.000000000000000e+000,-0.07
3742,9.999999960041972e-012,-0.07
3743,1.999999992008394e-011,-0.07
3744,3.999999984016789e-011,-0.07
3745,4.499999982018887e-011,-0.07
3746,5.499999978023085e-011,-0.07
3747,7.499999970031479e-011,-0.07
3748,7.999999968033578e-011,-0.07
3749,8.999999964037775e-011,-0.07
3750,1.099999995604617e-010,-0.07
3751,1.499999994006296e-010,-0.07
3752,1.599999993606716e-010,-0.07
3753,1.799999992807555e-010,-0.07
3754,2.199999991209234e-010,-0.07
3755,2.999999988012592e-010,-0.07
3756,4.599999981619307e-010,-0.07
3757,7.799999968832738e-010,-0.07
3758,1.419999994325960e-009,-0.07
3759,2.699999989211332e-009,-0.07
3760,5.259999978982077e-009,-0.07
3761,1.037999995852357e-008,-0.07
3762,2.061999991760655e-008,-0.07
3763,4.109999983577251e-008,-0.07
3764,8.205999967210442e-008,-0.07
3765,1.639799993447683e-007,-0.07
3766,3.278199986900959e-007,-0.07
3767,6.554999973807513e-007,-0.07
3768,1.310859994762062e-006,-0.07
3769,2.310859994762062e-006,-0.07
3770,2.031085999476207e-005,-0.07
3771,7.303108599947733e-004,-0.07000005
3772,9.963108599947777e-004,-0.07000007
3773,1.837310859994707e-003,-0.07000013
3774,2.020310859994706e-003,-0.07000014
3775,3.044310859994842e-003,-0.07000018
3776,4.068310859994978e-003,-0.07000019
3777,4.998310859995101e-003,-0.07000019
3778,4.999310859995101e-003,-0.07000019
3779,5.000000000000000e-003,-0.07000019
3780,5.000005145229043e-003,-0.07000158
3781,5.000015435687130e-003,-0.07000437
3782,5.000023730170616e-003,-0.07000662
3783,5.000032437175317e-003,-0.07000899
3784,5.000049851184718e-003,-0.07001373
3785,5.000084679203521e-003,-0.07002319
3786,5.000100000000000e-003,-0.07002735
3787,5.000102520013798e-003,-0.07002803
3788,5.000107560041393e-003,-0.07002939999999999
3789,5.000117640096584e-003,-0.07003214
3790,5.000137800206965e-003,-0.07003762
3791,5.000178120427727e-003,-0.07004860000000002
3792,5.000258760869251e-003,-0.07007061
3793,5.000420041752299e-003,-0.07011482
3794,5.000742603518396e-003,-0.07020404
3795,5.001387727050589e-003,-0.07038353
3796,5.002387727050590e-003,-0.07065706
3797,5.003387727050590e-003,-0.07092536
3798,5.004387727050590e-003,-0.07119249999999999
3799,5.005387727050590e-003,-0.07145848
3800,5.006387727050590e-003,-0.0717233
3801,5.007387727050590e-003,-0.07198697
3802,5.008387727050590e-003,-0.07224952
3803,5.009387727050590e-003,-0.07251088
3804,5.010387727050591e-003,-0.07277118
3805,5.011387727050591e-003,-0.07303032
3806,5.012387727050591e-003,-0.07328829
3807,5.013387727050591e-003,-0.07354519
3808,5.014387727050591e-003,-0.07380095
3809,5.016387727050591e-003,-0.07430917
3810,5.018387727050592e-003,-0.07481298
3811,5.020387727050592e-003,-0.0753125
3812,5.022387727050592e-003,-0.07580763
3813,5.024387727050592e-003,-0.07629853
3814,5.027387727050593e-003,-0.07702684
3815,5.030387727050593e-003,-0.0777458
3816,5.033387727050594e-003,-0.07845539
3817,5.036387727050594e-003,-0.0791558
3818,5.040387727050595e-003,-0.08007568
3819,5.044387727050595e-003,-0.0809797
3820,5.049387727050596e-003,-0.08208787
3821,5.054387727050596e-003,-0.0831722
3822,5.060387727050597e-003,-0.08444285
3823,5.067387727050598e-003,-0.08588409
3824,5.075387727050599e-003,-0.0874784
3825,5.077387727050600e-003,-0.08786845
3826,5.086387727050601e-003,-0.08958244
3827,5.096387727050602e-003,-0.09141016
3828,5.098387727050602e-003,-0.09176636
3829,5.099387727050602e-003,-0.0919404
3830,5.100000000000000e-003,-0.09204388
3831,5.100100000000001e-003,-0.09203434
3832,5.100300000000000e-003,-0.09201503
3833,5.100700000000001e-003,-0.09197593
3834,5.101500000000000e-003,-0.09189749
3835,5.102500000000000e-003,-0.09180188
3836,5.103500000000000e-003,-0.09170747
3837,5.120500000000003e-003,-0.09016489999999999
3838,5.140500000000005e-003,-0.08849168
3839,5.164500000000009e-003,-0.08666825
3840,5.191500000000012e-003,-0.08483386
3841,5.222500000000016e-003,-0.08297884
3842,5.254500000000020e-003,-0.08131123
3843,5.286500000000025e-003,-0.079862
3844,5.318500000000029e-003,-0.07860255
3845,5.350500000000033e-003,-0.07750809
3846,5.382500000000037e-003,-0.07655704
3847,5.414500000000042e-003,-0.07573056
3848,5.446500000000046e-003,-0.07501245
3849,5.478500000000050e-003,-0.07438838
3850,5.510500000000054e-003,-0.0738461
3851,5.542500000000059e-003,-0.07337475
3852,5.574500000000063e-003,-0.07296526
3853,5.606500000000067e-003,-0.07260931
3854,5.638500000000071e-003,-0.07229996
3855,5.670500000000076e-003,-0.07203126
3856,5.702500000000080e-003,-0.07179773
3857,5.734500000000084e-003,-0.07159472
3858,5.766500000000088e-003,-0.07141839999999999
3859,5.798500000000093e-003,-0.07126510000000001
3860,5.830500000000097e-003,-0.07113194
3861,5.862500000000101e-003,-0.07101631
3862,5.894500000000105e-003,-0.0709157
3863,5.926500000000110e-003,-0.0708282
3864,5.958500000000114e-003,-0.07075238
3865,5.990500000000118e-003,-0.07068634
3866,6.022500000000122e-003,-0.070629
3867,6.054500000000127e-003,-0.07057917
3868,6.086500000000131e-003,-0.0705359
3869,6.098500000000133e-003,-0.07052112
3870,6.130500000000137e-003,-0.07048547
3871,6.162500000000141e-003,-0.07045436
3872,6.194500000000145e-003,-0.07042742
3873,6.226500000000149e-003,-0.07040393
3874,6.258500000000154e-003,-0.07038367
3875,6.290500000000158e-003,-0.07036602
3876,6.322500000000162e-003,-0.07035053
3877,6.354500000000166e-003,-0.07033718
3878,6.386500000000171e-003,-0.07032573
3879,6.419500000000175e-003,-0.07031524
3880,6.452500000000179e-003,-0.0703063
3881,6.485500000000184e-003,-0.07029855
3882,6.518500000000188e-003,-0.07029188
3883,6.551500000000193e-003,-0.07028604
3884,6.585500000000197e-003,-0.07028091
3885,6.619500000000202e-003,-0.07027638
3886,6.653500000000206e-003,-0.07027256
3887,6.687500000000211e-003,-0.07026923
3888,6.722500000000215e-003,-0.07026625
3889,6.757500000000220e-003,-0.07026386
3890,6.793500000000225e-003,-0.07026160000000001
3891,6.830500000000230e-003,-0.07025969
3892,6.868500000000235e-003,-0.07025802
3893,6.906500000000240e-003,-0.07025659
3894,6.946500000000245e-003,-0.0702554
3895,6.987500000000251e-003,-0.07025421
3896,7.030500000000256e-003,-0.07025337
3897,7.075500000000262e-003,-0.07025242
3898,7.122500000000268e-003,-0.07025182
3899,7.172500000000275e-003,-0.07025123
3900,7.226500000000282e-003,-0.07025063
3901,7.284500000000290e-003,-0.07025039
3902,7.348500000000298e-003,-0.07025003
3903,7.420500000000308e-003,-0.07024968
3904,7.503500000000319e-003,-0.07024944
3905,7.602500000000332e-003,-0.0702492
3906,7.726500000000349e-003,-0.07024908
3907,7.894500000000299e-003,-0.07024908
3908,8.146500000000114e-003,-0.07024908
3909,8.769499999999656e-003,-0.07024908
3910,9.170499999999362e-003,-0.0702492
3911,1.019449999999861e-002,-0.0702492
3912,1.121849999999786e-002,-0.07024932
3913,1.224249999999711e-002,-0.07024932
3914,1.326649999999635e-002,-0.07024932
3915,1.429049999999560e-002,-0.07024932
3916,1.531449999999485e-002,-0.07024932
3917,1.633849999999533e-002,-0.07024932
3918,1.736249999999636e-002,-0.07024932
3919,1.838649999999738e-002,-0.07024932
3920,1.941049999999841e-002,-0.07024932
3921,2.043449999999943e-002,-0.07024932
3922,2.145850000000045e-002,-0.07024932
3923,2.248250000000148e-002,-0.07024932
3924,2.350650000000250e-002,-0.07024932
3925,2.453050000000353e-002,-0.07024932
3926,2.499850000000399e-002,-0.07024932
3927,2.499950000000399e-002,-0.07024932
3928,2.500000000000000e-002,-0.07024932
3929,2.500002000000000e-002,-0.07024395
3930,2.500006000000000e-002,-0.07023311
3931,2.500014000000000e-002,-0.07021129
3932,2.500020000000000e-002,-0.07019508
3933,2.500021600000000e-002,-0.07019067
