,A,B
1443,Step Information: X=350  (Run: 4/11),
1444,0.000000000000000e+000,-0.07
1445,9.999999960041972e-012,-0.07
1446,1.999999992008394e-011,-0.07
1447,3.999999984016789e-011,-0.07
1448,4.499999982018887e-011,-0.07
1449,5.499999978023085e-011,-0.07
1450,7.499999970031479e-011,-0.07
1451,7.999999968033578e-011,-0.07
1452,8.999999964037775e-011,-0.07
1453,1.099999995604617e-010,-0.07
1454,1.499999994006296e-010,-0.07
1455,1.599999993606716e-010,-0.07
1456,1.799999992807555e-010,-0.07
1457,2.199999991209234e-010,-0.07
1458,2.999999988012592e-010,-0.07
1459,4.599999981619307e-010,-0.07
1460,7.799999968832738e-010,-0.07
1461,1.419999994325960e-009,-0.07
1462,2.699999989211332e-009,-0.07
1463,5.259999978982077e-009,-0.07
1464,1.037999995852357e-008,-0.07
1465,2.061999991760655e-008,-0.07
1466,4.109999983577251e-008,-0.07
1467,8.205999967210442e-008,-0.07
1468,1.639799993447683e-007,-0.07
1469,3.278199986900959e-007,-0.07
1470,6.554999973807513e-007,-0.07
1471,1.310859994762062e-006,-0.07
1472,2.310859994762062e-006,-0.07
1473,2.031085999476207e-005,-0.07
1474,7.303108599947733e-004,-0.07000005
1475,9.963108599947777e-004,-0.07000007
1476,1.837310859994707e-003,-0.07000013
1477,2.020310859994706e-003,-0.07000014
1478,3.044310859994842e-003,-0.07000018
1479,4.068310859994978e-003,-0.07000019
1480,4.998310859995101e-003,-0.07000019
1481,4.999310859995101e-003,-0.07000019
1482,5.000000000000000e-003,-0.07000019
1483,5.000002348667908e-003,-0.07000157
1484,5.000007046003723e-003,-0.07000435
1485,5.000011647414267e-003,-0.07000708
1486,5.000017181247536e-003,-0.07001038
1487,5.000028248914074e-003,-0.07001697
1488,5.000050384247150e-003,-0.07003015
1489,5.000094654913303e-003,-0.07005647
1490,5.000100000000000e-003,-0.07005964
1491,5.000101661386205e-003,-0.07006063
1492,5.000104984158616e-003,-0.07006261
1493,5.000111629703436e-003,-0.07006656
1494,5.000124920793077e-003,-0.07007447
1495,5.000151502972360e-003,-0.07009029
1496,5.000204667330924e-003,-0.07012197
1497,5.000310996048054e-003,-0.07018544
1498,5.000523653482313e-003,-0.07031286
1499,5.000948968350831e-003,-0.07056957
1500,5.001799598087866e-003,-0.07107879
1501,5.002799598087866e-003,-0.07166389
1502,5.003799598087866e-003,-0.07224053
1503,5.004799598087866e-003,-0.07281171
1504,5.005799598087867e-003,-0.07337748
1505,5.006799598087867e-003,-0.07393789
1506,5.007799598087867e-003,-0.07449299
1507,5.008799598087867e-003,-0.07504283
1508,5.009799598087867e-003,-0.07558745
1509,5.010799598087867e-003,-0.07612693
1510,5.011799598087867e-003,-0.07666127
1511,5.012799598087868e-003,-0.07719058
1512,5.013799598087868e-003,-0.07771483
1513,5.014799598087868e-003,-0.07823417
1514,5.015799598087868e-003,-0.07874858
1515,5.016799598087868e-003,-0.07925811
1516,5.018799598087868e-003,-0.08026272
1517,5.020799598087869e-003,-0.08124837
1518,5.022799598087869e-003,-0.08221546
1519,5.024799598087869e-003,-0.08316433
1520,5.027799598087870e-003,-0.0845542
1521,5.030799598087870e-003,-0.08590496
1522,5.033799598087870e-003,-0.08721775
1523,5.037799598087871e-003,-0.08891094
1524,5.041799598087871e-003,-0.09054077
1525,5.046799598087872e-003,-0.09249306
1526,5.051799598087873e-003,-0.09435463
1527,5.057799598087874e-003,-0.09647501
1528,5.064799598087874e-003,-0.09880078
1529,5.072799598087876e-003,-0.1012764
1530,5.075799598087876e-003,-0.1021575
1531,5.085799598087877e-003,-0.1049194
1532,5.097799598087879e-003,-0.1079063
1533,5.098799598087879e-003,-0.1081403
1534,5.099799598087879e-003,-0.1083659
1535,5.100000000000000e-003,-0.1084106
1536,5.100100000000001e-003,-0.108374
1537,5.100300000000000e-003,-0.1083004
1538,5.100700000000001e-003,-0.10815230000000002
1539,5.101500000000000e-003,-0.1078575
1540,5.102500000000000e-003,-0.1074971
1541,5.103500000000000e-003,-0.1071427
1542,5.115500000000002e-003,-0.1031425
1543,5.129500000000004e-003,-0.09902036
1544,5.143500000000006e-003,-0.09541488
1545,5.157500000000008e-003,-0.0922612
1546,5.171500000000009e-003,-0.08950269
1547,5.185500000000011e-003,-0.08709002
1548,5.199500000000013e-003,-0.08497953
1549,5.213500000000015e-003,-0.0831337
1550,5.227500000000017e-003,-0.08151901
1551,5.241500000000019e-003,-0.08010674
1552,5.255500000000021e-003,-0.07887161
