time,"V(N008,N005)","V(N009,N004)",V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),I(C1),I(C2),I(C3),I(C4),I(R0),I(R1),I(R2),I(R3),I(R4),I(R5),I(R6),I(R7),I(R8),I(V1),I(V2),I(V3)
0.0,-0.07,-0.07,0.0,-3.5e-14,-3.5e-14,-3.5035e-14,-3.5035e-14,-3.5035e-14,-3.5035e-14,-0.07,-0.07,7e-19,7e-19,3.5e-32,3.5e-32,7e-19,-6.918569e-30,-6.918569e-30,0.0,0.0,0.0,7e-19,7e-19,7e-19,-3.5034999999999997e-31,-3.5034999999999997e-31,-7e-19
0.001,-0.07,-0.07,0.0,-4.7046010000000004e-14,-4.7056950000000004e-14,-6.072025e-14,-6.07292e-14,-6.138839e-14,-6.136557e-14,-0.07,-0.07,4.440892e-16,4.440892e-16,2.7270029999999997e-16,2.723477e-16,2.73485e-16,1.6703490000000003e-24,1.5909180000000001e-24,1.3877790000000002e-16,-4.472258e-17,-1.5625379999999998e-19,2.734451e-16,9.409200999999998e-19,9.411389000000001e-19,1.110223e-16,0.0,-2.7364120000000003e-16
0.0010000001295228712,-0.06999999,-0.07000001,-0.6476143,-0.6476125,-1.804835e-06,-0.32413059999999994,-0.3234837,-0.32413059999999994,-0.3234837,-0.3934837,-0.39413059999999994,-0.0032346329999999998,0.0032346329999999998,-0.01572122,0.01572122,-0.006469638000000001,-9.284705e-17,9.284705e-17,0.0032346329999999998,0.003235005,0.009251583,0.006469638000000001,-3.60967e-11,3.60967e-11,1.621812e-11,-2.123358e-11,0.01572122
0.001000000259045741,-0.07000003,-0.06999997,-1.2952290000000002,-1.295223,-5.417863999999999e-06,-0.6482613,-0.6469674,-0.6482611999999999,-0.6469674,-0.7169674,-0.7182613,-0.006469061999999999,0.006469061999999999,-0.03144235,0.03144235,-0.01293924,-2.786864e-16,2.7868650000000004e-16,0.006469061999999999,0.006470177,0.01850311,0.01293924,-1.083573e-10,1.083573e-10,2.013035e-11,-3.007701e-11,0.03144235
0.001000000388568612,-0.07000011,-0.06999988,-1.942843,-1.942832,-1.0839089999999999e-05,-0.972392,-0.9704510000000001,-0.9723917999999999,-0.9704511999999998,-1.040451,-1.042392,-0.009703286,0.009703286,-0.04716339,0.04716339,-0.0194088,-5.575182e-16,5.575182e-16,0.009703286,0.009705517,0.02775459,0.0194088,-2.167817e-10,2.167817e-10,1.173677e-11,-2.6530290000000004e-11,0.04716339
0.001000000518091482,-0.07000024,-0.06999973,-2.590457,-2.590439,-1.8068499999999998e-05,-1.2965229999999999,-1.293935,-1.296522,-1.293935,-1.3639350000000001,-1.366522,-0.01293731,0.01293731,-0.06288435,0.06288435,-0.02587833,-9.293422999999998e-16,9.293422999999998e-16,0.01293731,0.01294102,0.03700602,0.02587833,-3.613701e-10,3.613701e-10,-8.962589e-12,-1.0593419999999999e-11,0.06288435
0.001000000647614353,-0.07000041,-0.06999954,-3.2380720000000003,-3.238045,-2.710611e-05,-1.620654,-1.617418,-1.6206530000000001,-1.617419,-1.6874189999999998,-1.690653,-0.01617112,0.01617112,-0.07860522,0.07860522,-0.03234782,-1.394159e-15,1.394159e-15,0.01617112,0.0161767,0.0462574,0.03234782,-5.421223e-10,5.421223e-10,-4.1967740000000006e-11,1.77336e-11,0.07860522
0.001000000777137224,-0.07000063,-0.06999928,-3.885686,-3.885648,-3.795192e-05,-1.944784,-1.9409020000000001,-1.9447830000000002,-1.9409029999999998,-2.010903,-2.014784,-0.01940473,0.01940473,-0.09432599,0.09432599,-0.03881728,-1.951967e-15,1.951967e-15,0.01940473,0.01941254,0.05550872,0.03881728,-7.590384e-10,7.590384e-10,-8.727869e-11,5.845077e-11,0.09432599
0.001000000906660094,-0.07000089,-0.06999898,-4.5333,-4.53325,-5.0605920000000004e-05,-2.2689150000000002,-2.264385,-2.268914,-2.264386,-2.334386,-2.338914,-0.02263814,0.02263814,-0.11004669999999998,0.11004669999999998,-0.04528669,-2.602769e-15,2.602769e-15,0.02263814,0.02264855,0.06475999,0.04528669,-1.012118e-09,1.012118e-09,-1.448954e-10,1.115581e-10,0.11004669999999998
0.001000000918327582,-0.07000113,-0.06999898,-4.591638,-4.591586,-5.1800690000000006e-05,-2.2981130000000003,-2.293525,-2.2981119999999997,-2.293526,-2.363526,-2.368112,-0.0229294,0.0229294,-0.11146279999999999,0.11146279999999999,-0.04586946,-2.6642150000000002e-15,2.6642150000000002e-15,0.0229294,0.02294006,0.06559335,0.04586946,-1.036014e-09,1.036014e-09,-1.007088e-10,1.164153e-10,0.11146279999999999
