,A,B
968,Step Information: X=250  (Run: 3/11),
969,0.000000000000000e+000,-0.07
970,9.999999960041972e-012,-0.07
971,1.999999992008394e-011,-0.07
972,3.999999984016789e-011,-0.07
973,4.499999982018887e-011,-0.07
974,5.499999978023085e-011,-0.07
975,7.499999970031479e-011,-0.07
976,7.999999968033578e-011,-0.07
977,8.999999964037775e-011,-0.07
978,1.099999995604617e-010,-0.07
979,1.499999994006296e-010,-0.07
980,1.599999993606716e-010,-0.07
981,1.799999992807555e-010,-0.07
982,2.199999991209234e-010,-0.07
983,2.999999988012592e-010,-0.07
984,4.599999981619307e-010,-0.07
985,7.799999968832738e-010,-0.07
986,1.419999994325960e-009,-0.07
987,2.699999989211332e-009,-0.07
988,5.259999978982077e-009,-0.07
989,1.037999995852357e-008,-0.07
990,2.061999991760655e-008,-0.07
991,4.109999983577251e-008,-0.07
992,8.205999967210442e-008,-0.07
993,1.639799993447683e-007,-0.07
994,3.278199986900959e-007,-0.07
995,6.554999973807513e-007,-0.07
996,1.310859994762062e-006,-0.07
997,2.310859994762062e-006,-0.07
998,2.031085999476207e-005,-0.07
999,7.303108599947733e-004,-0.07000005
1000,9.963108599947777e-004,-0.07000007
1001,1.837310859994707e-003,-0.07000013
1002,2.020310859994706e-003,-0.07000014
1003,3.044310859994842e-003,-0.07000018
1004,4.068310859994978e-003,-0.07000019
1005,4.998310859995101e-003,-0.07000019
1006,4.999310859995101e-003,-0.07000019
1007,5.000000000000000e-003,-0.07000019
1008,5.000001789355680e-003,-0.07000157
1009,5.000005368067040e-003,-0.07000434
1010,5.000009384638949e-003,-0.07000748
1011,5.000014025560500e-003,-0.0700111
1012,5.000023307403600e-003,-0.07001836
1013,5.000041871089801e-003,-0.07003286
1014,5.000078998462204e-003,-0.07006185
1015,5.000100000000000e-003,-0.07007822
1016,5.000102478993317e-003,-0.07008016
1017,5.000107436979952e-003,-0.07008403
1018,5.000117352953220e-003,-0.07009176
1019,5.000137184899756e-003,-0.07010725
1020,5.000176848792828e-003,-0.07013823
1021,5.000256176578972e-003,-0.07020024
1022,5.000414832151260e-003,-0.07032449
1023,5.000732143295837e-003,-0.0705739
1024,5.001366765584991e-003,-0.07107254
1025,5.002366765584991e-003,-0.07184345
1026,5.003366765584991e-003,-0.07259694
1027,5.004366765584991e-003,-0.07334109
1028,5.005366765584991e-003,-0.07407599
1029,5.006366765584991e-003,-0.07480175
1030,5.007366765584991e-003,-0.07551852
1031,5.008366765584991e-003,-0.07622637
1032,5.009366765584992e-003,-0.07692544
1033,5.010366765584992e-003,-0.07761583
1034,5.011366765584992e-003,-0.07829764
1035,5.012366765584992e-003,-0.07897098
1036,5.013366765584992e-003,-0.07963598
1037,5.014366765584992e-003,-0.08029270000000001
1038,5.015366765584992e-003,-0.08094132
1039,5.016366765584993e-003,-0.08158183
1040,5.018366765584993e-003,-0.08283913
1041,5.020366765584993e-003,-0.08406544
1042,5.022366765584993e-003,-0.08526146
1043,5.024366765584994e-003,-0.08642799
1044,5.027366765584994e-003,-0.08812410000000001
1045,5.030366765584994e-003,-0.0897578
1046,5.033366765584995e-003,-0.09133148
1047,5.037366765584995e-003,-0.09334022
1048,5.041366765584996e-003,-0.09525102
1049,5.046366765584997e-003,-0.09750944
1050,5.052366765584997e-003,-0.1000401
1051,5.059366765584998e-003,-0.1027629
1052,5.067366765584999e-003,-0.1055975
1053,5.076366765585001e-003,-0.1084666
1054,5.087366765585002e-003,-0.111564
1055,5.098366765585003e-003,-0.1142659
1056,5.099366765585004e-003,-0.1144916
1057,5.100000000000000e-003,-0.1146303
1058,5.100100000000001e-003,-0.1145746
1059,5.100300000000000e-003,-0.1144625
1060,5.100700000000001e-003,-0.1142375
1061,5.101500000000000e-003,-0.113791
1062,5.102500000000000e-003,-0.1132452
1063,5.103500000000000e-003,-0.1127096
1064,5.114500000000002e-003,-0.1072385
1065,5.125500000000003e-003,-0.1024727
1066,5.136500000000005e-003,-0.09832072
1067,5.147500000000006e-003,-0.09470379
1068,5.158500000000008e-003,-0.09155285
1069,5.169500000000009e-003,-0.08880806
1070,5.180500000000011e-003,-0.08641684
1071,5.191500000000012e-003,-0.08433366
1072,5.202500000000014e-003,-0.08251905
1073,5.213500000000015e-003,-0.08093822
1074,5.224500000000017e-003,-0.079561
1075,5.235500000000018e-003,-0.07836127
1076,5.246500000000019e-003,-0.07731616
1077,5.257500000000021e-003,-0.07640576
1078,5.268500000000022e-003,-0.07561266
1079,5.279500000000024e-003,-0.07492161
1080,5.290500000000025e-003,-0.07431984
1081,5.301500000000027e-003,-0.07379544
1082,5.312500000000028e-003,-0.07333863
1083,5.323500000000030e-003,-0.07294071
