,A,B
1917,Step Information: X=450  (Run: 5/11),
1918,0.000000000000000e+000,-0.07
1919,9.999999960041972e-012,-0.07
1920,1.999999992008394e-011,-0.07
1921,3.999999984016789e-011,-0.07
1922,4.499999982018887e-011,-0.07
1923,5.499999978023085e-011,-0.07
1924,7.499999970031479e-011,-0.07
1925,7.999999968033578e-011,-0.07
1926,8.999999964037775e-011,-0.07
1927,1.099999995604617e-010,-0.07
1928,1.499999994006296e-010,-0.07
1929,1.599999993606716e-010,-0.07
1930,1.799999992807555e-010,-0.07
1931,2.199999991209234e-010,-0.07
1932,2.999999988012592e-010,-0.07
1933,4.599999981619307e-010,-0.07
1934,7.799999968832738e-010,-0.07
1935,1.419999994325960e-009,-0.07
1936,2.699999989211332e-009,-0.07
1937,5.259999978982077e-009,-0.07
1938,1.037999995852357e-008,-0.07
1939,2.061999991760655e-008,-0.07
1940,4.109999983577251e-008,-0.07
1941,8.205999967210442e-008,-0.07
1942,1.639799993447683e-007,-0.07
1943,3.278199986900959e-007,-0.07
1944,6.554999973807513e-007,-0.07
1945,1.310859994762062e-006,-0.07
1946,2.310859994762062e-006,-0.07
1947,2.031085999476207e-005,-0.07
1948,7.303108599947733e-004,-0.07000007
1949,9.963108599947777e-004,-0.07000010000000001
1950,1.837310859994707e-003,-0.07000013
1951,2.020310859994706e-003,-0.07000014
1952,3.044310859994842e-003,-0.07000018
1953,4.068310859994978e-003,-0.07000022
1954,4.998310859995101e-003,-0.07000025
1955,4.999310859995101e-003,-0.07000025
1956,5.000000000000000e-003,-0.07000025
1957,5.000002907980136e-003,-0.07000164
1958,5.000008723940408e-003,-0.07000442
1959,5.000014189438663e-003,-0.07000705
1960,5.000020425287152e-003,-0.07001004
1961,5.000032896984130e-003,-0.07001604
1962,5.000057840378085e-003,-0.07002804
1963,5.000100000000000e-003,-0.07004828
1964,5.000104009904096e-003,-0.07005021
1965,5.000112029712288e-003,-0.07005406
1966,5.000128069328670e-003,-0.07006177
1967,5.000160148561435e-003,-0.07007719999999999
1968,5.000224307026965e-003,-0.07010811
1969,5.000352623958025e-003,-0.0701701
1970,5.000609257820145e-003,-0.07029475
1971,5.001122525544385e-003,-0.0705465
1972,5.002122525544385e-003,-0.07102967
1973,5.003122525544385e-003,-0.0715007
1974,5.004122525544386e-003,-0.07196814
1975,5.005122525544386e-003,-0.07243198
1976,5.006122525544386e-003,-0.07289228
1977,5.007122525544386e-003,-0.07334906
1978,5.008122525544386e-003,-0.07380231
1979,5.009122525544386e-003,-0.0742521
1980,5.010122525544386e-003,-0.07469846
1981,5.011122525544387e-003,-0.07514141
1982,5.012122525544387e-003,-0.07558095
1983,5.013122525544387e-003,-0.07601711
1984,5.014122525544387e-003,-0.07644993
1985,5.015122525544387e-003,-0.07687944
1986,5.016122525544387e-003,-0.0773057
1987,5.018122525544387e-003,-0.07814839
1988,5.020122525544388e-003,-0.07897818
1989,5.022122525544388e-003,-0.07979542
1990,5.024122525544388e-003,-0.08060014
1991,5.027122525544389e-003,-0.08178425
1992,5.030122525544389e-003,-0.08294135
1993,5.033122525544389e-003,-0.08407217
1994,5.036122525544390e-003,-0.08517718
1995,5.040122525544390e-003,-0.08661145
1996,5.044122525544391e-003,-0.08800244
1997,5.049122525544392e-003,-0.0896821
1998,5.055122525544392e-003,-0.09161448
1999,5.061122525544393e-003,-0.09345984
2000,5.068122525544394e-003,-0.09550834
2001,5.076122525544395e-003,-0.0977186
2002,5.078122525544395e-003,-0.09825027
2003,5.088122525544397e-003,-0.1007903
2004,5.098122525544398e-003,-0.103143
2005,5.099122525544398e-003,-0.1033674
2006,5.100000000000000e-003,-0.1035568
2007,5.100100000000001e-003,-0.103531
2008,5.100300000000000e-003,-0.1034789
2009,5.100700000000001e-003,-0.1033741
2010,5.101500000000000e-003,-0.1031653
2011,5.102500000000000e-003,-0.1029099
2012,5.103500000000000e-003,-0.1026583
2013,5.116500000000002e-003,-0.09955883
2014,5.131500000000004e-003,-0.09634924
2015,5.149500000000007e-003,-0.09295797
2016,5.167500000000009e-003,-0.09000742
2017,5.185500000000011e-003,-0.08744013
2018,5.203500000000014e-003,-0.08520651
2019,5.221500000000016e-003,-0.08326316
2020,5.239500000000018e-003,-0.08157229
2021,5.257500000000021e-003,-0.08010101
2022,5.275500000000023e-003,-0.07882094
2023,5.293500000000026e-003,-0.07770717
2024,5.311500000000028e-003,-0.07673824
2025,5.329500000000030e-003,-0.07589507
2026,5.347500000000033e-003,-0.07516158
2027,5.365500000000035e-003,-0.07452333
2028,5.383500000000038e-003,-0.07396793
2029,5.401500000000040e-003,-0.07348466
2030,5.419500000000042e-003,-0.07306433
2031,5.437500000000045e-003,-0.07269859
2032,5.455500000000047e-003,-0.07238042
2033,5.473500000000050e-003,-0.0721035
2034,5.491500000000052e-003,-0.07186258
2035,5.509500000000054e-003,-0.07165289
2036,5.527500000000057e-003,-0.07147062
2037,5.545500000000059e-003,-0.07131195
2038,5.563500000000062e-003,-0.07117391
2039,5.581500000000064e-003,-0.07105374
2040,5.599500000000066e-003,-0.07094919999999999
2041,5.617500000000069e-003,-0.07085836
2042,5.635500000000071e-003,-0.07077919999999999
2043,5.653500000000073e-003,-0.07071042
2044,5.671500000000076e-003,-0.07065046
2045,5.689500000000078e-003,-0.07059836
2046,5.707500000000081e-003,-0.07055295
2047,5.725500000000083e-003,-0.07051361
2048,5.743500000000085e-003,-0.07047915
2049,5.761500000000088e-003,-0.07044935
2050,5.779500000000090e-003,-0.07042336
2051,5.797500000000093e-003,-0.07040083
2052,5.815500000000095e-003,-0.07038116
2053,5.833500000000097e-003,-0.070364
2054,5.851500000000100e-003,-0.07034910000000001
2055,5.869500000000102e-003,-0.07033622
2056,5.887500000000105e-003,-0.0703249
2057,5.905500000000107e-003,-0.07031512
2058,5.923500000000109e-003,-0.07030666
2059,5.941500000000112e-003,-0.07029927
2060,5.960500000000114e-003,-0.07029247
2061,5.979500000000117e-003,-0.07028651
2062,5.998500000000119e-003,-0.07028151
2063,6.017500000000122e-003,-0.07027721
2064,6.036500000000124e-003,-0.07027328
2065,6.055500000000127e-003,-0.07027006
2066,6.075500000000129e-003,-0.07026708
2067,6.095500000000132e-003,-0.07026458
2068,6.099500000000133e-003,-0.07026422
2069,6.119500000000135e-003,-0.07026219
2070,6.140500000000138e-003,-0.07026029
2071,6.161500000000141e-003,-0.07025862
2072,6.183500000000144e-003,-0.07025719
2073,6.205500000000147e-003,-0.07025599
2074,6.228500000000150e-003,-0.07025504
2075,6.252500000000153e-003,-0.07025397
2076,6.277500000000156e-003,-0.07025325
2077,6.304500000000160e-003,-0.07025254
2078,6.332500000000164e-003,-0.07025206
2079,6.362500000000168e-003,-0.07025146
2080,6.395500000000172e-003,-0.07025111
2081,6.431500000000177e-003,-0.07025075
2082,6.472500000000182e-003,-0.07025051
2083,6.519500000000188e-003,-0.07025015
2084,6.575500000000196e-003,-0.07025003
2085,6.645500000000205e-003,-0.07024992
2086,6.740500000000218e-003,-0.07024992
2087,6.890500000000238e-003,-0.0702498
2088,7.123500000000269e-003,-0.0702498
2089,8.147500000000113e-003,-0.07025003
2090,9.171499999999361e-003,-0.07025015
2091,1.019549999999861e-002,-0.07025027
2092,1.121949999999786e-002,-0.07025027
2093,1.224349999999710e-002,-0.07025039
2094,1.326749999999635e-002,-0.07025039
2095,1.429149999999560e-002,-0.07025039
2096,1.531549999999485e-002,-0.07025039
2097,1.633949999999533e-002,-0.07025039
2098,1.736349999999636e-002,-0.07025039
2099,1.838749999999738e-002,-0.07025039
2100,1.941149999999841e-002,-0.07025039
2101,2.043549999999943e-002,-0.07025039
2102,2.145950000000045e-002,-0.07025039
2103,2.248350000000148e-002,-0.07025039
2104,2.350750000000250e-002,-0.07025039
2105,2.453150000000353e-002,-0.07025039
2106,2.499850000000399e-002,-0.07025039
2107,2.499950000000399e-002,-0.07025039
2108,2.500000000000000e-002,-0.07025039
